chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr18	34505693	34505850	158	34505787	12.00	6.60812	4.28859	4.27420	macs2Out_peak_40779
chr18	34651726	34651932	207	34651850	8.00	8.81431	6.18514	6.37353	macs2Out_peak_40789
chr18	34677200	34677320	121	34677241	11.00	9.47589	6.24577	7.01287	macs2Out_peak_40792
chr18	34687636	34687768	133	34687678	7.00	8.40048	5.93174	5.97408	macs2Out_peak_40793
chr18	34776749	34776918	170	34776813	16.00	9.13421	5.03644	6.68282	macs2Out_peak_40799
chr18	35022458	35022583	126	35022530	11.00	8.97920	5.93707	6.53335	macs2Out_peak_40815
chr18	35100817	35100927	111	35100901	6.00	7.03765	5.19028	4.67190	macs2Out_peak_40820
chr18	35156911	35157021	111	35156967	5.00	5.19952	4.18731	2.94983	macs2Out_peak_40823
chr18	35335704	35335856	153	35335775	7.00	8.40048	5.93174	5.97408	macs2Out_peak_40825
chr18	35553272	35553429	158	35553333	10.00	8.52109	5.82627	6.09071	macs2Out_peak_40832
chr18	35562015	35562297	283	35562191	13.00	8.73443	5.38793	6.29653	macs2Out_peak_40834
chr18	35563698	35563857	160	35563748	9.00	6.82760	4.92053	4.48336	macs2Out_peak_40836
chr18	35653824	35653934	111	35653857	5.00	5.46509	4.32121	3.20153	macs2Out_peak_40839
chr18	35740459	35740689	231	35740480	8.00	5.31692	4.09314	3.06189	macs2Out_peak_40845
chr18	35771278	35771429	152	35771346	13.00	9.25162	5.70474	6.79629	macs2Out_peak_40848
chr18	35810514	35810651	138	35810563	7.00	7.51590	5.49790	5.13210	macs2Out_peak_40853
chr18	35815579	35815689	111	35815621	6.00	6.06595	4.70304	3.75556	macs2Out_peak_40854
chr18	35854627	35854789	163	35854701	8.00	8.07750	5.78778	5.67196	macs2Out_peak_40858
chr18	35873862	35874024	163	35873932	11.00	7.41717	4.95704	5.03726	macs2Out_peak_40859
chr18	35888301	35888443	143	35888353	8.00	5.54881	4.24308	3.28067	macs2Out_peak_40862
chr18	36143147	36143257	111	36143219	6.00	6.80785	5.08204	4.46415	macs2Out_peak_40882
chr18	36160337	36160461	125	36160375	7.00	7.76711	5.62667	5.37337	macs2Out_peak_40883
chr18	36186613	36186782	170	36186686	6.00	7.03765	5.19028	4.67190	macs2Out_peak_40885
chr18	36196042	36196170	129	36196132	13.00	9.42228	5.80985	6.96075	macs2Out_peak_40888
chr18	36208705	36208833	129	36208781	7.00	8.04004	5.76161	5.63574	macs2Out_peak_40889
chr18	36240124	36240234	111	36240173	8.00	7.79394	5.62711	5.39919	macs2Out_peak_40891
chr18	36281033	36281179	147	36281080	9.00	6.91333	4.97488	4.56508	macs2Out_peak_40893
chr18	36286926	36287036	111	36286985	8.00	7.53189	5.47512	5.14716	macs2Out_peak_40894
chr18	36287492	36287675	184	36287602	6.00	5.33339	4.28738	3.07663	macs2Out_peak_40895
chr18	36329580	36329758	179	36329672	9.00	7.96139	5.62746	5.56004	macs2Out_peak_40900
chr18	36342013	36342132	120	36342059	9.00	9.59111	6.57160	7.12416	macs2Out_peak_40901
chr18	36346501	36346777	277	36346598	6.00	5.70245	4.50161	3.42598	macs2Out_peak_40902
chr18	36384751	36384861	111	36384806	5.00	5.73218	4.44881	3.43616	macs2Out_peak_40905
chr18	36415539	36415655	117	36415632	6.00	7.03765	5.19028	4.67190	macs2Out_peak_40907
chr18	36427136	36427273	138	36427209	8.00	8.81431	6.18514	6.37353	macs2Out_peak_40909
chr18	36497824	36497954	131	36497894	10.00	9.11506	6.19021	6.66409	macs2Out_peak_40915
chr18	36548997	36549134	138	36549084	7.00	8.40048	5.93174	5.97408	macs2Out_peak_40919
chr18	36561553	36561664	112	36561596	14.00	9.16842	5.44702	6.71621	macs2Out_peak_40922
chr18	36678417	36678527	111	36678471	7.00	5.35926	4.23729	3.10166	macs2Out_peak_40925
chr18	36691526	36691666	141	36691569	7.00	7.20952	5.33511	4.83718	macs2Out_peak_40927
chr18	36734773	36734883	111	36734792	11.00	5.77245	3.94425	3.47453	macs2Out_peak_40936
chr18	37369095	37369205	111	37369166	6.00	7.03765	5.19028	4.67190	macs2Out_peak_40945
chr18	37805295	37805405	111	37805339	8.00	7.72653	5.58833	5.33456	macs2Out_peak_40950
chr18	37805946	37806376	431	37806006	7.00	6.67507	5.03683	4.33775	macs2Out_peak_40951
chr18	37829495	37829693	199	37829651	9.00	9.50404	6.52401	7.04023	macs2Out_peak_40954
chr18	37908164	37908274	111	37908210	7.00	7.51590	5.49790	5.13210	macs2Out_peak_40959
chr18	38159278	38159448	171	38159355	8.00	9.74411	6.64109	7.27173	macs2Out_peak_40976
chr18	38296966	38297076	111	38296991	9.00	6.13736	4.48009	3.82355	macs2Out_peak_40984
chr18	38297427	38297554	128	38297472	12.00	9.06504	5.79529	6.61620	macs2Out_peak_40985
chr18	38297717	38297871	155	38297792	10.00	7.05405	4.90371	4.68767	macs2Out_peak_40986
chr18	38298035	38298160	126	38298073	9.00	6.10275	4.45792	3.79085	macs2Out_peak_40987
chr18	38338893	38339094	202	38338954	10.00	8.20194	5.62775	5.79170	macs2Out_peak_40990
chr18	38339500	38339748	249	38339645	11.00	9.47589	6.24577	7.01287	macs2Out_peak_40991
chr18	38380259	38380369	111	38380311	7.00	6.55489	4.96740	4.22311	macs2Out_peak_40997
chr18	38415834	38415949	116	38415896	12.00	9.30065	5.94231	6.84382	macs2Out_peak_40999
chr18	38425101	38425211	111	38425143	11.00	7.83691	5.22034	5.44112	macs2Out_peak_41002
chr18	38436387	38436515	129	38436460	10.00	7.90609	5.44231	5.50715	macs2Out_peak_41005
chr18	38459827	38459982	156	38459876	8.00	9.40682	6.48181	6.94605	macs2Out_peak_41007
chr18	38484589	38484699	111	38484672	7.00	6.49654	4.93340	4.16704	macs2Out_peak_41009
chr18	38601480	38601615	136	38601518	7.00	6.93068	5.18168	4.58191	macs2Out_peak_41011
chr18	38804801	38804911	111	38804854	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41014
chr18	38883681	38883808	128	38883742	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41019
chr18	38980106	38980216	111	38980153	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41028
chr18	39010110	39010371	262	39010267	10.00	7.33169	5.07966	4.95498	macs2Out_peak_41031
chr18	39010651	39010769	119	39010734	12.00	9.30065	5.94231	6.84382	macs2Out_peak_41032
chr18	39010890	39011000	111	39010924	10.00	7.25032	5.02811	4.87654	macs2Out_peak_41033
chr18	39058896	39059006	111	39058920	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41043
chr18	39091417	39091633	217	39091525	9.00	9.09551	6.29604	6.64565	macs2Out_peak_41047
chr18	39185072	39185364	293	39185114	23.00	8.10347	3.61511	5.69702	macs2Out_peak_41058
chr18	39194572	39194709	138	39194627	14.00	7.73755	4.61070	5.34521	macs2Out_peak_41061
chr18	39202042	39202154	113	39202097	12.00	8.66869	5.54821	6.23323	macs2Out_peak_41066
chr18	39223012	39223198	187	39223132	8.00	9.30103	6.43041	6.84382	macs2Out_peak_41067
chr18	39253878	39253988	111	39253971	5.00	4.54961	3.83117	2.33317	macs2Out_peak_41072
chr18	39334632	39334742	111	39334690	7.00	8.04004	5.76161	5.63574	macs2Out_peak_41077
chr18	39427762	39427872	111	39427845	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41080
chr18	39460812	39461053	242	39460897	8.00	7.11669	5.22800	4.74786	macs2Out_peak_41084
chr18	39553055	39553277	223	39553120	8.00	7.53189	5.47512	5.14716	macs2Out_peak_41098
chr18	39559517	39559645	129	39559579	12.00	8.42212	5.39486	5.99506	macs2Out_peak_41100
chr18	39566681	39566791	111	39566702	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41102
chr18	39606982	39607102	121	39607050	8.00	9.62816	6.58713	7.15988	macs2Out_peak_41103
chr18	39730070	39730183	114	39730141	9.00	7.23051	5.17491	4.85726	macs2Out_peak_41114
chr18	39737354	39737514	161	39737406	11.00	6.90581	4.63804	4.55793	macs2Out_peak_41116
chr18	39737798	39738040	243	39737942	11.00	6.90581	4.63804	4.55793	macs2Out_peak_41117
chr18	39766736	39766846	111	39766782	9.00	9.01870	6.25234	6.57130	macs2Out_peak_41119
chr18	39854004	39854123	120	39854068	11.00	8.87597	5.87257	6.43343	macs2Out_peak_41125
chr18	39877939	39878049	111	39878017	7.00	7.20952	5.33511	4.83718	macs2Out_peak_41129
chr18	39922747	39922905	159	39922841	7.00	6.73700	5.07228	4.39681	macs2Out_peak_41130
chr18	39926975	39927110	136	39927040	5.00	4.79803	3.97193	2.56938	macs2Out_peak_41132
chr18	40132438	40132548	111	40132477	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41134
chr18	40158768	40158902	135	40158829	7.00	8.33858	5.90319	5.92296	macs2Out_peak_41136
chr18	40256583	40256693	111	40256692	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41139
chr18	41939537	41939647	111	41939576	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41146
chr18	41995858	41995968	111	41995908	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41148
chr18	42274949	42275061	113	42274959	8.00	7.72653	5.58833	5.33456	macs2Out_peak_41154
chr18	43453089	43453236	148	43453134	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41163
chr18	43477935	43478055	121	43478008	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41164
chr18	43515220	43515335	116	43515244	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41169
chr18	43652246	43652356	111	43652321	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41170
chr18	44260450	44260560	111	44260494	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41172
chr18	44387166	44387280	115	44387222	11.00	8.77509	5.80945	6.33610	macs2Out_peak_41176
chr18	44686912	44687085	174	44686958	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41180
chr18	44812077	44812187	111	44812141	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41184
chr18	46334308	46334450	143	46334394	9.00	7.52625	5.35963	5.14200	macs2Out_peak_41207
chr18	46365075	46365185	111	46365142	5.00	5.19952	4.18731	2.94983	macs2Out_peak_41210
chr18	46422902	46423113	212	46422995	12.00	9.11123	5.82411	6.66054	macs2Out_peak_41216
chr18	46455877	46455987	111	46455927	27.00	7.65421	3.14886	5.26541	macs2Out_peak_41223
chr18	46467751	46467861	111	46467834	12.00	7.42157	4.77853	5.04158	macs2Out_peak_41227
chr18	46494127	46494284	158	46494206	8.00	6.36968	4.76695	4.04589	macs2Out_peak_41232
chr18	46515766	46515942	177	46515856	6.00	4.53809	3.79692	2.32270	macs2Out_peak_41233
chr18	46533771	46533896	126	46533820	17.00	9.18282	4.88308	6.72981	macs2Out_peak_41235
chr18	46542244	46542354	111	46542275	6.00	5.93919	4.63392	3.63396	macs2Out_peak_41237
chr18	46545219	46545329	111	46545229	6.00	6.06595	4.70304	3.75556	macs2Out_peak_41238
chr18	46551371	46551481	111	46551413	7.00	6.93068	5.18168	4.58191	macs2Out_peak_41239
chr18	46555418	46555623	206	46555493	9.00	9.33548	6.43087	6.87704	macs2Out_peak_41240
chr18	46562477	46562602	126	46562500	6.00	6.06595	4.70304	3.75556	macs2Out_peak_41241
chr18	46564828	46564950	123	46564893	6.00	5.93919	4.63392	3.63396	macs2Out_peak_41242
chr18	46695009	46695119	111	46695067	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41256
chr18	46725913	46726023	111	46725977	6.00	6.72392	5.04141	4.38445	macs2Out_peak_41258
chr18	46755659	46755769	111	46755709	6.00	6.19900	4.77425	3.88251	macs2Out_peak_41264
chr18	46760121	46760231	111	46760195	7.00	7.35895	5.41528	4.98086	macs2Out_peak_41265
chr18	46770210	46770349	140	46770283	9.00	7.57794	5.39171	5.19198	macs2Out_peak_41266
chr18	46770430	46770572	143	46770490	11.00	9.59416	6.31878	7.12697	macs2Out_peak_41267
chr18	46804513	46804661	149	46804597	9.00	9.50404	6.52401	7.04023	macs2Out_peak_41272
chr18	46958766	46958903	138	46958810	11.00	7.23953	4.84594	4.86600	macs2Out_peak_41277
chr18	49488491	49488631	141	49488528	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41283
chr18	49742167	49742301	135	49742253	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41285
chr18	49827585	49827717	133	49827642	11.00	8.92728	5.90464	6.48323	macs2Out_peak_41291
chr18	49884105	49884238	134	49884181	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41295
chr18	49978547	49978657	111	49978586	12.00	5.48524	3.63616	3.22028	macs2Out_peak_41298
chr18	50028324	50028459	136	50028377	25.00	9.23166	3.84564	6.77707	macs2Out_peak_41309
chr18	50044783	50045109	327	50044951	8.00	7.11669	5.22800	4.74786	macs2Out_peak_41314
chr18	50441299	50441410	112	50441374	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41333
chr18	51902253	51902363	111	51902323	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41334
chr18	52503153	52503272	120	52503179	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41340
chr18	52679555	52679665	111	52679581	8.00	5.51460	4.22099	3.24895	macs2Out_peak_41344
chr18	52750884	52751005	122	52750958	8.00	8.90650	6.23269	6.46291	macs2Out_peak_41352
chr18	52760347	52760469	123	52760382	8.00	9.51580	6.53405	7.05112	macs2Out_peak_41353
chr18	52867129	52867239	111	52867174	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41356
chr18	52898053	52898163	111	52898099	7.00	7.28333	5.37490	4.90823	macs2Out_peak_41357
chr18	52956597	52956708	112	52956652	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41362
chr18	52992764	52992874	111	52992804	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41363
chr18	53088822	53088937	116	53088903	8.00	8.07750	5.78778	5.67196	macs2Out_peak_41364
chr18	53176717	53176985	269	53176956	11.00	6.20292	4.20507	3.88625	macs2Out_peak_41374
chr18	53610127	53610237	111	53610160	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41394
chr18	53722889	53722999	111	53722958	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41396
chr18	53862202	53862354	153	53862260	7.00	6.55489	4.96740	4.22311	macs2Out_peak_41401
chr18	53988740	53988850	111	53988786	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41413
chr18	54175001	54175111	111	54175020	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41414
chr18	54450100	54450231	132	54450163	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41416
chr18	54551094	54551204	111	54551132	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41420
chr18	54556268	54556392	125	54556347	7.00	8.23594	5.85523	5.82403	macs2Out_peak_41421
chr18	54587820	54587940	121	54587867	7.00	7.59743	5.54017	5.21007	macs2Out_peak_41422
chr18	54744741	54744946	206	54744757	7.00	8.04004	5.76161	5.63574	macs2Out_peak_41426
chr18	54753122	54753232	111	54753173	7.00	8.23594	5.85523	5.82403	macs2Out_peak_41427
chr18	54753743	54753853	111	54753829	6.00	6.80785	5.08204	4.46415	macs2Out_peak_41428
chr18	54893529	54893696	168	54893611	7.00	6.73700	5.07228	4.39681	macs2Out_peak_41438
chr18	54901400	54901511	112	54901457	18.00	9.20793	4.72731	6.75371	macs2Out_peak_41440
chr18	54908395	54908533	139	54908464	8.00	6.84857	5.06472	4.50359	macs2Out_peak_41442
chr18	54909613	54909747	135	54909663	11.00	9.77756	6.43156	7.30396	macs2Out_peak_41443
chr18	54931840	54931955	116	54931893	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41446
chr18	54957583	54957723	141	54957647	8.00	7.72653	5.58833	5.33456	macs2Out_peak_41448
chr18	54965585	54965695	111	54965598	8.00	5.31692	4.09314	3.06189	macs2Out_peak_41451
chr18	54987671	54987792	122	54987717	15.00	6.09558	3.58487	3.78403	macs2Out_peak_41456
chr18	54997680	54997790	111	54997699	6.00	6.06595	4.70304	3.75556	macs2Out_peak_41458
chr18	55020621	55020782	162	55020725	9.00	9.09551	6.29604	6.64565	macs2Out_peak_41459
chr18	55040481	55040591	111	55040526	6.00	6.33894	4.84765	4.01614	macs2Out_peak_41460
chr18	55050585	55050725	141	55050692	6.00	6.56337	4.96208	4.23078	macs2Out_peak_41461
chr18	55131837	55131947	111	55131850	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41463
chr18	55163923	55164126	204	55164097	6.00	6.98376	5.16529	4.63255	macs2Out_peak_41465
chr18	55195853	55196147	295	55195949	16.00	9.80187	5.41005	7.32778	macs2Out_peak_41466
chr18	55272485	55272628	144	55272581	8.00	7.00685	5.16144	4.65427	macs2Out_peak_41471
chr18	55276070	55276197	128	55276107	9.00	8.19951	5.77167	5.78951	macs2Out_peak_41472
chr18	55288169	55288342	174	55288275	5.00	5.39579	4.28694	3.13579	macs2Out_peak_41474
chr18	55337536	55337659	124	55337582	10.00	8.69050	5.93088	6.25434	macs2Out_peak_41476
chr18	55548070	55548185	116	55548133	5.00	5.32850	4.25321	3.07225	macs2Out_peak_41484
chr18	56051334	56051444	111	56051371	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41488
chr18	56343581	56343691	111	56343608	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41490
chr18	56445072	56445182	111	56445127	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41504
chr18	56507575	56507748	174	56507651	8.00	8.90650	6.23269	6.46291	macs2Out_peak_41511
chr18	56547109	56547219	111	56547180	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41513
chr18	56562451	56562561	111	56562534	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41514
chr18	56700861	56701074	214	56700970	10.00	8.74855	5.96659	6.31021	macs2Out_peak_41524
chr18	56737432	56737573	142	56737484	10.00	8.05130	5.53348	5.64660	macs2Out_peak_41528
chr18	56933767	56933903	137	56933833	14.00	9.31751	5.53628	6.85961	macs2Out_peak_41537
chr18	57085703	57085813	111	57085785	6.00	6.26806	4.81067	3.94865	macs2Out_peak_41547
chr18	57744446	57744588	143	57744545	9.00	8.07857	5.69866	5.67275	macs2Out_peak_41562
chr18	58266701	58266811	111	58266765	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41564
chr18	58319974	58320109	136	58320000	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41565
chr18	58481806	58481916	111	58481849	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41566
chr18	58600043	58600184	142	58600117	6.00	6.72392	5.04141	4.38445	macs2Out_peak_41569
chr18	58658657	58658794	138	58658731	8.00	6.95325	5.12879	4.60361	macs2Out_peak_41571
chr18	58794776	58794887	112	58794827	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41573
chr18	60138070	60138190	121	60138145	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41578
chr18	60519633	60519764	132	60519698	14.00	8.98790	5.33941	6.54191	macs2Out_peak_41585
chr18	60526333	60526565	233	60526456	18.00	9.23378	4.74040	6.77916	macs2Out_peak_41589
chr18	60549615	60549725	111	60549641	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41590
chr18	60626643	60626778	136	60626688	12.00	7.85845	5.04619	5.46136	macs2Out_peak_41596
chr18	60753006	60753126	121	60753057	20.00	7.55666	3.69445	5.17135	macs2Out_peak_41612
chr18	60765182	60765318	137	60765248	20.00	9.56753	4.59097	7.10157	macs2Out_peak_41615
chr18	60795194	60795339	146	60795263	10.00	8.63325	5.89559	6.19922	macs2Out_peak_41620
chr18	60855925	60856091	167	60856004	11.00	9.41790	6.20989	6.95685	macs2Out_peak_41625
chr18	61090601	61090717	117	61090673	17.00	9.01855	4.79642	6.57130	macs2Out_peak_41642
chr18	61175865	61175975	111	61175907	8.00	7.66042	5.55007	5.27108	macs2Out_peak_41657
chr18	61203770	61203880	111	61203861	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41658
chr18	61285254	61285364	111	61285315	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41663
chr18	61322688	61322861	174	61322772	11.00	9.24830	6.10470	6.79307	macs2Out_peak_41664
chr18	61323930	61324046	117	61323978	9.00	7.13702	5.11614	4.76744	macs2Out_peak_41665
chr18	61466865	61467013	149	61466955	7.00	7.06695	5.25728	4.69962	macs2Out_peak_41673
chr18	61481861	61482077	217	61481968	8.00	8.15214	5.82939	5.74328	macs2Out_peak_41674
chr18	61526778	61527119	342	61526931	7.00	7.35895	5.41528	4.98086	macs2Out_peak_41677
chr18	61535783	61535894	112	61535833	13.00	7.68732	4.75786	5.29651	macs2Out_peak_41678
chr18	61742082	61742192	111	61742115	6.00	6.56337	4.96208	4.23078	macs2Out_peak_41697
chr18	61759055	61759173	119	61759118	7.00	7.94643	5.71592	5.54579	macs2Out_peak_41698
chr18	61856295	61856405	111	61856365	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41700
chr18	62054167	62054277	111	62054222	9.00	8.26145	5.80889	5.84875	macs2Out_peak_41709
chr18	62117601	62117713	113	62117654	14.00	9.54946	5.67580	7.08376	macs2Out_peak_41716
chr18	62910408	62910518	111	62910484	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41759
chr18	63288838	63288957	120	63288885	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41765
chr18	63484843	63484953	111	63484888	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41766
chr18	63708535	63708645	111	63708589	12.00	6.63462	4.30435	4.29960	macs2Out_peak_41770
chr18	63901417	63901527	111	63901472	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41776
chr18	64527343	64527618	276	64527518	7.00	7.51590	5.49790	5.13210	macs2Out_peak_41782
chr18	64697617	64697742	126	64697693	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41788
chr18	64703072	64703182	111	64703115	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41789
chr18	64713627	64713772	146	64713699	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41790
chr18	64760007	64760145	139	64760084	13.00	8.58570	5.29741	6.15317	macs2Out_peak_41796
chr18	64769373	64769541	169	64769458	10.00	9.65965	6.51582	7.19020	macs2Out_peak_41797
chr18	64769820	64769930	111	64769878	7.00	6.11709	4.70782	3.80439	macs2Out_peak_41798
chr18	64801863	64801973	111	64801926	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41800
chr18	64825499	64825624	126	64825535	7.00	7.94643	5.71592	5.54579	macs2Out_peak_41801
chr18	64850497	64850607	111	64850545	11.00	6.93797	4.65802	4.58887	macs2Out_peak_41804
chr18	64935788	64935898	111	64935854	6.00	5.93919	4.63392	3.63396	macs2Out_peak_41814
chr18	64936177	64936309	133	64936268	7.00	7.13741	5.29591	4.76744	macs2Out_peak_41815
chr18	64958245	64958364	120	64958295	14.00	8.17043	4.85940	5.76128	macs2Out_peak_41818
chr18	64982114	64982224	111	64982206	9.00	8.94337	6.20925	6.49833	macs2Out_peak_41821
chr18	65000368	65000493	126	65000435	9.00	9.09551	6.29604	6.64565	macs2Out_peak_41824
chr18	65024690	65024815	126	65024762	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41827
chr18	65044765	65044875	111	65044840	7.00	7.13741	5.29591	4.76744	macs2Out_peak_41829
chr18	65045844	65045954	111	65045892	7.00	6.27385	4.80192	3.95398	macs2Out_peak_41830
chr18	65050233	65050351	119	65050327	9.00	8.13855	5.73493	5.73053	macs2Out_peak_41831
chr18	65089053	65089394	342	65089143	8.00	7.93283	5.70632	5.53302	macs2Out_peak_41835
chr18	65096605	65096840	236	65096678	6.00	6.48649	4.92334	4.15748	macs2Out_peak_41836
chr18	65104028	65104138	111	65104056	6.00	6.48649	4.92334	4.15748	macs2Out_peak_41837
chr18	65126036	65126146	111	65126084	6.00	6.64247	5.00143	4.30662	macs2Out_peak_41839
chr18	65178724	65178834	111	65178767	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41842
chr18	65207715	65207858	144	65207778	10.00	6.83103	4.76232	4.48660	macs2Out_peak_41846
chr18	65227419	65227560	142	65227500	7.00	6.01700	4.64711	3.70851	macs2Out_peak_41848
chr18	65389234	65389354	121	65389298	8.00	9.40682	6.48181	6.94605	macs2Out_peak_41860
chr18	65445517	65445627	111	65445573	6.00	6.33894	4.84765	4.01614	macs2Out_peak_41866
chr18	65495549	65495752	204	65495598	8.00	8.81431	6.18514	6.37353	macs2Out_peak_41869
chr18	65538218	65538328	111	65538309	6.00	6.00182	4.66822	3.69383	macs2Out_peak_41875
chr18	65565388	65565627	240	65565458	11.00	9.13870	6.03652	6.68712	macs2Out_peak_41877
chr18	65593190	65593359	170	65593265	14.00	9.27984	5.51369	6.82365	macs2Out_peak_41882
chr18	65647139	65647256	118	65647183	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41888
chr18	65680190	65680318	129	65680263	20.00	9.52019	4.56879	7.05522	macs2Out_peak_41890
chr18	65703723	65703844	122	65703752	10.00	8.10089	5.56455	5.69445	macs2Out_peak_41896
chr18	65704206	65704339	134	65704308	9.00	7.73747	5.49028	5.34517	macs2Out_peak_41898
chr18	65735377	65735647	271	65735578	12.00	9.30065	5.94231	6.84382	macs2Out_peak_41901
chr18	65753739	65753849	111	65753757	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41904
chr18	65789123	65789233	111	65789202	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41905
chr18	65794717	65794902	186	65794807	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41906
chr18	65921918	65922028	111	65922010	6.00	7.03765	5.19028	4.67190	macs2Out_peak_41911
chr18	66002058	66002201	144	66002137	7.00	6.99806	5.21921	4.64614	macs2Out_peak_41915
chr18	66055319	66055429	111	66055341	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41918
chr18	66073222	66073332	111	66073273	5.00	5.53653	4.35603	3.26928	macs2Out_peak_41920
chr18	66135580	66135690	111	66135678	6.00	6.33894	4.84765	4.01614	macs2Out_peak_41924
chr18	66206406	66206516	111	66206461	5.00	5.61021	4.39142	3.33868	macs2Out_peak_41933
chr18	66291782	66291905	124	66291833	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41936
chr18	66459152	66459262	111	66459202	7.00	5.56228	4.36562	3.29369	macs2Out_peak_41940
chr18	67128892	67129015	124	67128919	7.00	8.40048	5.93174	5.97408	macs2Out_peak_41950
chr18	67131859	67131969	111	67131874	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41951
chr18	67195174	67195312	139	67195225	8.00	8.07750	5.78778	5.67196	macs2Out_peak_41953
chr18	67196153	67196263	111	67196211	6.00	5.53786	4.40723	3.27008	macs2Out_peak_41954
chr18	67232634	67232750	117	67232682	7.00	7.35895	5.41528	4.98086	macs2Out_peak_41960
chr18	67234509	67234687	179	67234588	6.00	6.13165	4.73837	3.81811	macs2Out_peak_41961
chr18	67270086	67270297	212	67270188	8.00	8.22842	5.87161	5.81733	macs2Out_peak_41966
chr18	67271989	67272129	141	67272045	8.00	8.55125	6.04676	6.11969	macs2Out_peak_41967
chr18	67286170	67286307	138	67286228	12.00	8.97401	5.73850	6.52839	macs2Out_peak_41969
chr18	67289959	67290085	127	67289980	11.00	8.08477	5.37610	5.67869	macs2Out_peak_41971
chr18	67290409	67290535	127	67290461	10.00	7.05405	4.90371	4.68767	macs2Out_peak_41972
chr18	67299787	67299897	111	67299893	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41973
chr18	67307702	67307835	134	67307743	13.00	8.96639	5.52966	6.52094	macs2Out_peak_41974
chr18	67364554	67364675	122	67364604	9.00	8.94337	6.20925	6.49833	macs2Out_peak_41977
chr18	67380105	67380255	151	67380193	5.00	5.73218	4.44881	3.43616	macs2Out_peak_41981
