PeakID	chr	start	end	strand	NormalizedTagCount	focusratio	findPeaksScore	FoldChangevsLocal	p-valuevsLocal	ClonalFoldChange
chr8-571	chr8	101484564	101484732	+	16.1	0.828	18.000000	16.22	3.08e-20	1.05
chr8-460	chr8	103613197	103613365	+	16.1	0.703	21.000000	15.30	1.09e-19	1.00
chr8-422	chr8	107670064	107670232	+	16.1	0.667	22.000000	14.02	7.07e-19	0.95
chr8-395	chr8	127570546	127570714	+	16.1	0.651	23.000000	19.51	5.52e-22	0.90
chr9-429	chr9	34458496	34458664	+	16.1	0.703	24.000000	17.26	8.00e-21	0.86
chr9-387	chr9	34646663	34646831	+	16.1	0.690	25.000000	13.07	3.18e-18	0.82
chr9-653	chr9	71804010	71804178	+	16.1	0.839	20.000000	15.47	8.51e-20	1.00
chr9-492	chr9	86536409	86536577	+	16.1	0.714	23.000000	20.09	2.90e-22	0.90
chr9-594	chr9	97767344	97767512	+	16.1	0.750	21.000000	13.33	2.09e-18	0.95
chr9-598	chr9	104161018	104161186	+	16.1	0.686	21.000000	16.02	3.99e-20	1.00
chr9-552	chr9	114423584	114423752	+	16.1	0.737	22.000000	14.63	2.84e-19	0.90
chr9-604	chr9	123342372	123342540	+	16.1	0.651	21.000000	13.07	3.18e-18	0.95
chr9-446	chr9	127421421	127421589	+	16.1	0.806	24.000000	13.20	2.58e-18	0.82
chr9-511	chr9	131607895	131608063	+	16.1	0.580	23.000000	14.96	1.77e-19	0.95
chr10-448	chr10	17045222	17045390	+	16.1	0.800	21.000000	20.09	2.90e-22	0.90
chr10-603	chr10	25210376	25210544	+	16.1	0.962	18.000000	26.92	4.41e-25	1.05
chr10-504	chr10	47619189	47619357	+	16.1	0.862	20.000000	17.04	1.05e-20	0.95
chr10-466	chr10	79471263	79471431	+	16.1	0.771	21.000000	12.94	3.91e-18	0.90
chr10-562	chr10	81971600	81971768	+	16.1	0.767	19.000000	17.04	1.05e-20	1.05
chr10-361	chr10	95653695	95653863	+	16.1	0.591	24.000000	19.23	7.57e-22	0.82
chr10-429	chr10	97050765	97050933	+	16.1	0.750	22.000000	12.94	3.91e-18	0.86
chr10-362	chr10	100206654	100206822	+	16.1	0.650	24.000000	18.70	1.40e-21	0.82
chr10-364	chr10	118764762	118764930	+	16.1	0.707	24.000000	14.96	1.77e-19	0.90
chr10-365	chr10	121904778	121904946	+	16.1	0.879	24.000000	34.51	1.75e-27	0.86
chr11-608	chr11	1793818	1793986	+	16.1	0.725	22.000000	14.32	4.50e-19	0.86
chr11-670	chr11	16215761	16215929	+	16.1	0.774	21.000000	22.07	3.70e-23	0.90
chr11-680	chr11	34258193	34258361	+	16.1	0.929	21.000000	18.44	1.89e-21	1.00
chr11-797	chr11	43942249	43942417	+	16.1	0.750	19.000000	13.88	8.83e-19	1.05
chr11-1493	chr11	54890767	54890935	+	16.1	0.958	12.000000	122.37	6.45e-40	1.58
chr11-984	chr11	66346629	66346797	+	16.1	0.788	17.000000	39.59	8.14e-29	1.11
chr11-644	chr11	69515522	69515690	+	16.1	0.628	22.000000	13.07	3.18e-18	0.86
chr11-915	chr11	78140331	78140499	+	16.1	0.929	18.000000	13.20	2.58e-18	1.11
chr11-763	chr11	85339474	85339642	+	16.1	0.714	20.000000	15.84	5.15e-20	1.00
chr11-838	chr11	118443137	118443305	+	16.1	0.676	19.000000	13.07	3.18e-18	1.00
chr11-774	chr11	118851240	118851408	+	16.1	0.912	20.000000	15.65	6.63e-20	0.95
chr11-725	chr11	121163301	121163469	+	16.1	0.657	21.000000	15.47	8.51e-20	0.95
chr12-430	chr12	2921949	2922117	+	16.1	0.694	23.000000	22.81	1.78e-23	0.90
chr12-479	chr12	3000051	3000219	+	16.1	0.636	22.000000	14.17	5.65e-19	0.86
chr12-566	chr12	6539747	6539915	+	16.1	0.781	20.000000	24.93	2.42e-24	0.95
chr12-488	chr12	12966131	12966299	+	16.1	0.781	22.000000	21.37	7.52e-23	1.00
chr12-436	chr12	27175344	27175512	+	16.1	0.758	23.000000	18.96	1.03e-21	0.86
chr12-624	chr12	31902244	31902412	+	16.1	0.812	19.000000	16.83	1.39e-20	1.05
chr12-572	chr12	42719761	42719929	+	16.1	0.861	20.000000	18.19	2.54e-21	1.00
chr12-626	chr12	48357277	48357445	+	16.1	0.683	19.000000	15.12	1.39e-19	1.00
chr12-457	chr12	76741991	76742159	+	16.1	0.667	23.000000	15.84	5.15e-20	0.86
chr12-712	chr12	90150532	90150700	+	16.1	0.727	18.000000	17.26	8.00e-21	1.11
chr12-413	chr12	100661021	100661189	+	16.1	0.643	24.000000	13.20	2.58e-18	0.86
chr12-600	chr12	108079567	108079735	+	16.1	0.556	20.000000	13.33	2.09e-18	0.95
chr12-601	chr12	108306181	108306349	+	16.1	0.714	20.000000	15.65	6.63e-20	0.95
chr12-556	chr12	109592524	109592692	+	16.1	0.774	21.000000	18.44	1.89e-21	0.90
chr12-672	chr12	125251612	125251780	+	16.1	0.926	19.000000	13.88	8.83e-19	1.00
chr13-91	chr13	21348001	21348169	+	16.1	0.719	21.000000	18.44	1.89e-21	0.90
chr13-82	chr13	77566097	77566265	+	16.1	0.714	22.000000	19.79	4.01e-22	0.86
chr13-69	chr13	95254089	95254257	+	16.1	0.675	23.000000	21.71	5.29e-23	0.82
chr13-141	chr13	96090604	96090772	+	16.1	0.920	19.000000	24.93	2.42e-24	1.00
chr13-146	chr13	107188846	107189014	+	16.1	0.821	19.000000	19.23	7.57e-22	1.05
chr13-103	chr13	108867858	108868026	+	16.1	0.852	21.000000	14.02	7.07e-19	0.90
chr13-131	chr13	113260719	113260887	+	16.1	0.862	20.000000	39.59	8.14e-29	1.00
chr14-282	chr14	23490103	23490271	+	16.1	0.821	17.000000	16.62	1.81e-20	1.11
chr14-128	chr14	34407575	34407743	+	16.1	0.926	23.000000	17.04	1.05e-20	0.86
chr14-172	chr14	52118130	52118298	+	16.1	0.848	21.000000	19.51	5.52e-22	0.95
chr14-228	chr14	60631997	60632165	+	16.1	0.707	19.000000	24.47	3.62e-24	1.00
chr14-178	chr14	68066896	68067064	+	16.1	0.694	21.000000	20.09	2.90e-22	0.90
chr14-180	chr14	69087011	69087179	+	16.1	0.903	21.000000	22.43	2.57e-23	1.00
chr14-153	chr14	73712727	73712895	+	16.1	0.750	22.000000	12.94	3.91e-18	0.95
chr14-138	chr14	93260438	93260606	+	16.1	0.600	23.000000	13.33	2.09e-18	0.90
chr15-298	chr15	31196043	31196211	+	16.1	0.519	23.000000	18.96	1.03e-21	0.82
chr15-357	chr15	34807009	34807177	+	16.1	0.595	21.000000	13.46	1.69e-18	0.95
chr15-273	chr15	35458967	35459135	+	16.1	0.643	24.000000	15.84	5.15e-20	0.86
chr15-307	chr15	42876646	42876814	+	16.1	0.718	23.000000	13.88	8.83e-19	0.86
chr15-328	chr15	44038463	44038631	+	16.1	0.714	22.000000	19.79	4.01e-22	0.90
chr15-466	chr15	49462218	49462386	+	16.1	0.649	18.000000	15.47	8.51e-20	1.05
chr15-487	chr15	84116023	84116191	+	16.1	0.706	18.000000	13.74	1.10e-18	1.05
chr15-348	chr15	85473182	85473350	+	16.1	0.730	22.000000	19.79	4.01e-22	0.95
chr15-321	chr15	93160840	93161008	+	16.1	0.778	23.000000	15.84	5.15e-20	0.90
chr15-391	chr15	99791794	99791962	+	16.1	0.795	21.000000	15.47	8.51e-20	0.95
chr16-658	chr16	1001833	1002001	+	16.1	0.793	21.000000	26.92	4.41e-25	0.90
chr16-660	chr16	1463737	1463905	+	16.1	0.778	21.000000	13.33	2.09e-18	0.90
chr16-615	chr16	21169815	21169983	+	16.1	0.743	22.000000	17.95	3.41e-21	0.90
chr16-678	chr16	30621306	30621474	+	16.1	0.714	21.000000	16.42	2.37e-20	0.90
chr16-627	chr16	56677406	56677574	+	16.1	0.818	22.000000	19.51	5.52e-22	0.86
chr16-806	chr16	58010473	58010641	+	16.1	0.871	19.000000	15.47	8.51e-20	1.05
chr16-579	chr16	58283758	58283926	+	16.1	0.867	23.000000	13.33	2.09e-18	0.86
chr16-692	chr16	68572998	68573166	+	16.1	0.806	21.000000	25.40	1.60e-24	0.90
chr16-530	chr16	71842278	71842446	+	16.1	0.596	24.000000	13.60	1.37e-18	0.90
chr16-695	chr16	74330831	74330999	+	16.1	0.592	21.000000	14.63	2.84e-19	0.95
chr16-759	chr16	79434822	79434990	+	16.1	0.800	20.000000	15.47	8.51e-20	1.00
chr17-819	chr17	685506	685674	+	16.1	0.590	19.000000	24.47	3.62e-24	1.00
chr17-756	chr17	1639983	1640151	+	16.1	0.781	20.000000	17.26	8.00e-21	0.95
chr17-677	chr17	4613687	4613855	+	16.1	0.676	21.000000	18.44	1.89e-21	0.90
chr17-825	chr17	4634816	4634984	+	16.1	0.692	19.000000	16.42	2.37e-20	1.11
chr17-618	chr17	7518164	7518332	+	16.1	0.667	22.000000	14.79	2.24e-19	0.86
chr17-684	chr17	11900631	11900799	+	16.1	0.560	21.000000	18.19	2.54e-21	0.95
chr17-572	chr17	13442301	13442469	+	16.1	0.852	23.000000	21.71	5.29e-23	0.86
chr17-1027	chr17	33894900	33895068	+	16.1	0.694	17.000000	15.65	6.63e-20	1.18
chr17-778	chr17	40976263	40976431	+	16.1	0.727	20.000000	14.96	1.77e-19	0.95
chr17-711	chr17	41116296	41116464	+	16.1	0.730	21.000000	17.95	3.41e-21	0.90
chr17-644	chr17	47022014	47022182	+	16.1	0.537	22.000000	14.47	3.58e-19	0.86
chr17-954	chr17	48238904	48239072	+	16.1	0.743	18.000000	15.65	6.63e-20	1.05
chr17-793	chr17	59252732	59252900	+	16.1	0.923	20.000000	24.47	3.62e-24	1.00
chr17-800	chr17	67009604	67009772	+	16.1	0.732	20.000000	17.26	8.00e-21	1.05
chr17-1076	chr17	76588610	76588778	+	16.1	0.893	17.000000	17.26	8.00e-21	1.11
chr18-165	chr18	22006777	22006945	+	16.1	0.649	21.000000	12.94	3.91e-18	0.95
chr18-220	chr18	43802836	43803004	+	16.1	0.933	18.000000	28.64	1.12e-25	1.05
chr18-155	chr18	54305865	54306033	+	16.1	0.674	22.000000	17.48	6.04e-21	0.86
chr18-172	chr18	55289307	55289475	+	16.1	0.571	21.000000	15.12	1.39e-19	0.90
chr18-193	chr18	77794496	77794664	+	16.1	0.730	20.000000	13.33	2.09e-18	1.05
chr19-1098	chr19	267384	267552	+	16.1	0.578	20.000000	16.83	1.39e-20	1.00
chr19-1018	chr19	1690899	1691067	+	16.1	0.774	21.000000	13.74	1.10e-18	0.90
chr19-723	chr19	9434758	9434926	+	16.1	0.694	25.000000	23.21	1.17e-23	0.82
chr19-784	chr19	10713324	10713492	+	16.1	0.718	24.000000	12.94	3.91e-18	0.86
chr19-1038	chr19	11750511	11750679	+	16.1	0.684	21.000000	15.84	5.15e-20	0.95
chr19-1233	chr19	14317568	14317736	+	16.1	0.923	19.000000	32.05	9.16e-27	1.05
chr19-967	chr19	19779515	19779683	+	16.1	0.651	22.000000	12.94	3.91e-18	0.90
chr19-888	chr19	29704063	29704231	+	16.1	0.781	23.000000	15.84	5.15e-20	0.82
chr19-1143	chr19	37178379	37178547	+	16.1	0.622	20.000000	18.96	1.03e-21	1.00
chr19-1164	chr19	47931673	47931841	+	16.1	0.800	20.000000	15.12	1.39e-19	0.95
chr19-914	chr19	49422296	49422464	+	16.1	0.733	23.000000	15.30	1.09e-19	0.86
chr19-1091	chr19	53426143	53426311	+	16.1	0.758	21.000000	22.81	1.78e-23	0.90
chr19-1179	chr19	54272422	54272590	+	16.1	0.812	20.000000	35.42	9.81e-28	1.00
chr19-1188	chr19	57791713	57791881	+	16.1	0.649	20.000000	15.65	6.63e-20	0.95
chr20-273	chr20	5100585	5100753	+	16.1	0.595	21.000000	13.74	1.10e-18	0.95
chr20-275	chr20	5986577	5986745	+	16.1	0.605	21.000000	14.17	5.65e-19	0.90
chr20-209	chr20	25290684	25290852	+	16.1	0.818	24.000000	17.71	4.55e-21	0.86
chr20-210	chr20	25677387	25677555	+	16.1	0.725	24.000000	19.23	7.57e-22	0.86
chr20-252	chr20	29612174	29612342	+	16.1	0.793	22.000000	12.94	3.91e-18	0.90
chr20-234	chr20	30556282	30556450	+	16.1	0.743	23.000000	18.70	1.40e-21	0.86
chr20-280	chr20	32006997	32007165	+	16.1	0.862	21.000000	15.84	5.15e-20	0.95
chr20-345	chr20	34771203	34771371	+	16.1	0.828	19.000000	14.96	1.77e-19	1.05
chr20-256	chr20	36192861	36193029	+	16.1	0.697	22.000000	16.02	3.99e-20	0.86
chr20-258	chr20	37302919	37303087	+	16.1	0.700	22.000000	14.17	5.65e-19	0.86
chr20-261	chr20	44616093	44616261	+	16.1	0.848	22.000000	15.47	8.51e-20	0.90
chr20-359	chr20	55043523	55043691	+	16.1	0.595	19.000000	17.26	8.00e-21	1.00
chr22-479	chr22	24552972	24553140	+	16.1	0.793	22.000000	17.04	1.05e-20	0.90
chr22-536	chr22	26158228	26158396	+	16.1	0.788	21.000000	15.47	8.51e-20	0.90
chr22-480	chr22	26908435	26908603	+	16.1	0.818	22.000000	22.07	3.70e-23	0.90
chr22-537	chr22	27041083	27041251	+	16.1	0.818	21.000000	13.07	3.18e-18	0.95
chr22-538	chr22	28066753	28066921	+	16.1	0.833	21.000000	15.12	1.39e-19	0.90
chr22-636	chr22	29446000	29446168	+	16.1	0.743	20.000000	16.42	2.37e-20	1.00
chr22-412	chr22	30195256	30195424	+	16.1	0.812	23.000000	17.71	4.55e-21	0.82
chr22-639	chr22	31503646	31503814	+	16.1	0.647	20.000000	13.88	8.83e-19	0.95
chr22-959	chr22	32297801	32297969	+	16.1	0.833	17.000000	18.70	1.40e-21	1.11
chr22-544	chr22	38054569	38054737	+	16.1	0.692	21.000000	12.94	3.91e-18	0.90
chr22-485	chr22	38245374	38245542	+	16.1	0.738	22.000000	17.95	3.41e-21	0.95
chr22-555	chr22	46852096	46852264	+	16.1	0.812	21.000000	16.83	1.39e-20	1.00
chrX-230	chrX	10838247	10838415	+	16.1	0.862	18.000000	32.05	9.16e-27	1.11
chrX-168	chrX	48937436	48937604	+	16.1	0.676	21.000000	18.44	1.89e-21	0.90
chrX-151	chrX	48958092	48958260	+	16.1	0.622	22.000000	13.60	1.37e-18	0.90
chrX-481	chrX	61815090	61815258	+	16.1	0.920	13.000000	14.96	1.77e-19	1.45
chrX-257	chrX	70351500	70351668	+	16.1	0.742	18.000000	17.48	6.04e-21	1.05
chrX-137	chrX	103410965	103411133	+	16.1	0.722	23.000000	18.19	2.54e-21	0.82
chrX-175	chrX	117479814	117479982	+	16.1	0.933	21.000000	13.60	1.37e-18	0.90
chrX-177	chrX	119077440	119077608	+	16.1	0.812	21.000000	28.04	1.78e-25	0.90
chrX-563	chrX	125715093	125715261	+	16.1	0.727	12.000000	56.09	3.20e-32	1.72
chrX-111	chrX	150565497	150565665	+	16.1	0.692	25.000000	14.32	4.50e-19	0.90
chr1-1672	chr1	20126487	20126655	+	15.4	0.806	20.000000	13.99	4.16e-18	0.95
chr1-1578	chr1	33896522	33896690	+	15.4	0.763	21.000000	13.84	5.19e-18	0.90
chr1-1587	chr1	53192100	53192268	+	15.4	0.615	21.000000	14.63	1.67e-18	0.90
chr1-1487	chr1	53935922	53936090	+	15.4	0.806	22.000000	18.93	7.96e-21	0.86
chr1-1594	chr1	78557017	78557185	+	15.4	0.806	21.000000	26.82	5.00e-24	0.90
chr1-1597	chr1	90344571	90344739	+	15.4	0.793	21.000000	14.47	2.11e-18	0.95
chr1-1709	chr1	92546067	92546235	+	15.4	0.706	20.000000	20.12	2.24e-21	0.90
chr1-1496	chr1	100315562	100315730	+	15.4	0.711	22.000000	16.72	1.06e-19	0.86
chr1-1966	chr1	146849716	146849884	+	15.4	0.844	18.000000	15.33	6.41e-19	1.00
chr1-1606	chr1	147737028	147737196	+	15.4	0.879	21.000000	15.33	6.41e-19	0.90
chr1-1521	chr1	156586434	156586602	+	15.4	0.812	22.000000	17.17	6.13e-20	0.90
chr1-1425	chr1	197170548	197170716	+	15.4	0.575	23.000000	12.88	2.29e-17	0.82
chr1-1746	chr1	219262365	219262533	+	15.4	0.714	20.000000	15.90	3.02e-19	0.95
chr1-1877	chr1	237176411	237176579	+	15.4	0.857	19.000000	26.82	5.00e-24	0.95
chr2-768	chr2	9814094	9814262	+	15.4	0.923	20.000000	24.76	2.72e-23	0.90
chr2-1007	chr2	11828670	11828838	+	15.4	0.880	17.000000	19.51	4.26e-21	1.06
chr2-1112	chr2	25584855	25585023	+	15.4	0.879	16.000000	13.84	5.19e-18	1.20
chr2-847	chr2	28844095	28844263	+	15.4	0.885	19.000000	17.88	2.62e-20	0.95
chr2-724	chr2	33824479	33824647	+	15.4	0.633	21.000000	13.84	5.19e-18	0.86
chr2-675	chr2	36824895	36825063	+	15.4	0.794	22.000000	23.84	6.02e-23	0.86
chr2-855	chr2	54557838	54558006	+	15.4	0.844	19.000000	17.64	3.50e-20	1.00
chr2-1022	chr2	58468495	58468663	+	15.4	0.821	17.000000	15.15	8.18e-19	1.06
chr2-785	chr2	62132764	62132932	+	15.4	0.862	20.000000	17.17	6.13e-20	0.90
chr2-793	chr2	72761020	72761188	+	15.4	0.821	20.000000	27.39	3.20e-24	0.95
chr2-794	chr2	73053062	73053230	+	15.4	0.675	20.000000	15.90	3.02e-19	0.90
chr2-879	chr2	105946273	105946441	+	15.4	0.743	19.000000	13.41	9.94e-18	0.95
chr2-962	chr2	118845895	118846063	+	15.4	0.667	18.000000	16.30	1.80e-19	1.00
chr2-816	chr2	172544521	172544689	+	15.4	0.742	20.000000	13.55	8.03e-18	0.90
chr2-992	chr2	205954783	205954951	+	15.4	0.885	18.000000	25.75	1.19e-23	1.00
chr2-903	chr2	209794233	209794401	+	15.4	0.862	19.000000	26.82	5.00e-24	1.06
chr3-806	chr3	9926246	9926414	+	15.4	0.786	17.000000	14.63	1.67e-18	1.06
chr3-508	chr3	14877571	14877739	+	15.4	0.909	23.000000	13.01	1.86e-17	0.86
chr3-640	chr3	25623852	25624020	+	15.4	0.815	20.000000	13.01	1.86e-17	0.90
chr3-756	chr3	49577245	49577413	+	15.4	0.659	18.000000	16.09	2.34e-19	1.13
chr3-833	chr3	52279839	52280007	+	15.4	0.788	17.000000	13.01	1.86e-17	1.06
chr3-655	chr3	53304281	53304449	+	15.4	0.743	20.000000	21.46	5.78e-22	0.90
chr3-657	chr3	57944951	57945119	+	15.4	0.735	20.000000	15.70	3.90e-19	0.90
chr3-658	chr3	57993890	57994058	+	15.4	0.758	20.000000	13.27	1.23e-17	0.95
chr3-712	chr3	72213054	72213222	+	15.4	0.793	19.000000	17.17	6.13e-20	1.00
chr3-566	chr3	108308296	108308464	+	15.4	0.667	22.000000	20.77	1.15e-21	0.82
chr3-715	chr3	112505068	112505236	+	15.4	0.706	19.000000	18.66	1.08e-20	0.95
chr3-604	chr3	115377312	115377480	+	15.4	0.692	21.000000	19.51	4.26e-21	0.90
chr3-664	chr3	124449137	124449305	+	15.4	0.839	20.000000	26.28	7.74e-24	1.00
chr3-525	chr3	128598218	128598386	+	15.4	0.667	23.000000	13.84	5.19e-18	0.86
chr3-667	chr3	128745969	128746137	+	15.4	0.639	20.000000	17.17	6.13e-20	0.95
chr3-779	chr3	131753880	131754048	+	15.4	0.846	18.000000	42.92	2.20e-28	1.00
chr3-850	chr3	133662512	133662680	+	15.4	0.846	17.000000	27.39	3.20e-24	1.06
chr3-527	chr3	136581064	136581232	+	15.4	0.651	23.000000	15.33	6.41e-19	0.82
chr3-528	chr3	137893517	137893685	+	15.4	0.794	23.000000	25.25	1.80e-23	0.82
chr3-612	chr3	137906275	137906443	+	15.4	0.641	21.000000	13.01	1.86e-17	0.90
chr3-671	chr3	139396329	139396497	+	15.4	0.610	20.000000	13.55	8.03e-18	0.90
chr3-674	chr3	154736810	154736978	+	15.4	0.900	20.000000	13.84	5.19e-18	0.95
chr3-582	chr3	172725085	172725253	+	15.4	0.788	22.000000	15.51	5.00e-19	0.82
chr3-624	chr3	177063560	177063728	+	15.4	0.800	21.000000	13.01	1.86e-17	0.86
chr3-457	chr3	177888479	177888647	+	15.4	0.806	25.000000	21.82	4.06e-22	0.82
chr4-608	chr4	10347063	10347231	+	15.4	0.875	15.000000	16.30	1.80e-19	1.29
chr4-356	chr4	17578940	17579108	+	15.4	0.694	21.000000	13.70	6.46e-18	0.90
chr4-388	chr4	32003773	32003941	+	15.4	0.964	20.000000	21.82	4.06e-22	0.95
chr4-469	chr4	41216469	41216637	+	15.4	0.743	18.000000	13.27	1.23e-17	1.00
chr4-439	chr4	82342735	82342903	+	15.4	0.844	19.000000	17.17	6.13e-20	0.95
chr4-440	chr4	82727764	82727932	+	15.4	0.880	19.000000	16.09	2.34e-19	0.95
chr4-363	chr4	84285546	84285714	+	15.4	0.879	21.000000	19.81	3.10e-21	0.86
chr4-369	chr4	104119557	104119725	+	15.4	0.639	21.000000	17.40	4.64e-20	0.86
chr4-404	chr4	111170052	111170220	+	15.4	0.920	20.000000	19.22	5.84e-21	0.95
chr4-410	chr4	151953292	151953460	+	15.4	0.885	20.000000	20.77	1.15e-21	0.90
chr4-532	chr4	159963425	159963593	+	15.4	0.897	17.000000	13.27	1.23e-17	1.06
chr4-419	chr4	187422044	187422212	+	15.4	0.812	20.000000	16.09	2.34e-19	0.90
chr5-766	chr5	6408136	6408304	+	15.4	0.880	16.000000	16.09	2.34e-19	1.13
chr5-625	chr5	56059793	56059961	+	15.4	0.871	19.000000	16.30	1.80e-19	1.00
chr5-628	chr5	67850884	67851052	+	15.4	0.815	19.000000	34.80	1.97e-26	1.00
chr5-463	chr5	76941438	76941606	+	15.4	0.763	23.000000	13.99	4.16e-18	0.82
chr5-503	chr5	77955574	77955742	+	15.4	0.789	22.000000	20.77	1.15e-21	0.95
chr5-504	chr5	79107040	79107208	+	15.4	0.923	22.000000	17.88	2.62e-20	0.86
chr5-669	chr5	88350957	88351125	+	15.4	0.806	18.000000	19.22	5.84e-21	1.06
chr5-468	chr5	115420646	115420814	+	15.4	0.732	23.000000	17.88	2.62e-20	0.86
chr5-548	chr5	131516680	131516848	+	15.4	0.700	21.000000	13.01	1.86e-17	0.95
chr5-648	chr5	171569918	171570086	+	15.4	0.815	19.000000	14.63	1.67e-18	0.95
chr5-526	chr5	172386307	172386475	+	15.4	0.683	22.000000	12.88	2.29e-17	0.95
chr6-892	chr6	34832969	34833137	+	15.4	0.828	20.000000	17.40	4.64e-20	0.90
chr6-966	chr6	76458873	76459041	+	15.4	0.595	19.000000	15.33	6.41e-19	0.95
chr6-844	chr6	80816293	80816461	+	15.4	0.703	21.000000	18.13	1.96e-20	0.90
chr6-848	chr6	106534143	106534311	+	15.4	0.674	21.000000	13.27	1.23e-17	0.90
chr6-850	chr6	109059261	109059429	+	15.4	0.897	21.000000	15.90	3.02e-19	0.90
chr6-856	chr6	121655597	121655765	+	15.4	0.722	21.000000	13.99	4.16e-18	0.90
chr6-1135	chr6	126439205	126439373	+	15.4	0.812	17.000000	15.15	8.18e-19	1.13
chr6-983	chr6	139456111	139456279	+	15.4	0.765	19.000000	15.15	8.18e-19	1.00
chr6-920	chr6	150262765	150262933	+	15.4	0.839	20.000000	16.51	1.38e-19	0.90
chr7-917	chr7	2491242	2491410	+	15.4	0.537	18.000000	13.99	4.16e-18	1.00
chr7-744	chr7	22122574	22122742	+	15.4	0.821	21.000000	22.99	1.30e-22	0.86
chr7-746	chr7	29845958	29846126	+	15.4	0.585	21.000000	13.55	8.03e-18	0.86
chr7-861	chr7	38375336	38375504	+	15.4	0.844	19.000000	14.63	1.67e-18	1.00
chr7-803	chr7	43878543	43878711	+	15.4	0.793	20.000000	21.82	4.06e-22	0.95
chr7-936	chr7	66767166	66767334	+	15.4	0.750	18.000000	13.84	5.19e-18	1.00
chr7-869	chr7	89874346	89874514	+	15.4	0.711	19.000000	14.97	1.04e-18	0.95
chr7-1081	chr7	92515388	92515556	+	15.4	0.880	16.000000	32.19	1.04e-25	1.13
chr7-827	chr7	104607648	104607816	+	15.4	0.788	20.000000	13.99	4.16e-18	0.90
chr7-895	chr7	131339503	131339671	+	15.4	0.846	19.000000	14.97	1.04e-18	0.95
chr7-964	chr7	134044669	134044837	+	15.4	0.880	18.000000	16.30	1.80e-19	1.00
chr8-410	chr8	24858252	24858420	+	15.4	0.857	22.000000	16.51	1.38e-19	0.82
chr8-381	chr8	42249360	42249528	+	15.4	0.636	23.000000	12.88	2.29e-17	0.82
chr8-526	chr8	72917467	72917635	+	15.4	0.686	19.000000	19.81	3.10e-21	1.00
chr8-610	chr8	93977801	93977969	+	15.4	0.733	17.000000	20.77	1.15e-21	1.06
chr8-461	chr8	126525367	126525535	+	15.4	0.767	21.000000	19.51	4.26e-21	0.86
chr8-537	chr8	128630712	128630880	+	15.4	0.897	19.000000	14.97	1.04e-18	1.00
chr8-324	chr8	132916301	132916469	+	15.4	0.667	25.000000	13.55	8.03e-18	0.82
chr9-422	chr9	5833046	5833214	+	15.4	0.659	24.000000	16.94	8.07e-20	0.82
chr9-697	chr9	20684289	20684457	+	15.4	0.649	19.000000	15.15	8.18e-19	1.00
chr9-428	chr9	33290363	33290531	+	15.4	0.718	24.000000	16.30	1.80e-19	0.86
chr9-539	chr9	34523003	34523171	+	15.4	0.794	22.000000	18.39	1.46e-20	0.86
chr9-487	chr9	35096517	35096685	+	15.4	0.707	23.000000	14.47	2.11e-18	0.86
chr9-587	chr9	36190638	36190806	+	15.4	0.742	21.000000	23.84	6.02e-23	0.86
chr9-588	chr9	37027681	37027849	+	15.4	0.657	21.000000	13.55	8.03e-18	0.86
chr9-589	chr9	72374756	72374924	+	15.4	0.660	21.000000	19.81	3.10e-21	0.90
chr9-596	chr9	99801368	99801536	+	15.4	0.718	21.000000	17.17	6.13e-20	0.90
chr9-550	chr9	108320295	108320463	+	15.4	0.676	22.000000	16.51	1.38e-19	0.90
chr9-560	chr9	127905874	127906042	+	15.4	0.721	22.000000	15.33	6.41e-19	0.90
chr9-769	chr9	138304474	138304642	+	15.4	0.697	19.000000	14.15	3.33e-18	0.95
chr10-546	chr10	45408871	45409039	+	15.4	0.852	19.000000	16.51	1.38e-19	0.95
chr10-506	chr10	52499691	52499859	+	15.4	0.800	20.000000	31.40	1.76e-25	0.90
chr10-467	chr10	79609068	79609236	+	15.4	0.806	21.000000	13.27	1.23e-17	0.86
chr10-427	chr10	81689250	81689418	+	15.4	0.839	22.000000	13.84	5.19e-18	0.82
chr10-428	chr10	95256359	95256527	+	15.4	0.647	22.000000	17.64	3.50e-20	0.86
chr10-471	chr10	96059262	96059430	+	15.4	0.900	21.000000	35.76	1.10e-26	0.90
chr10-761	chr10	98561448	98561616	+	15.4	0.867	16.000000	24.76	2.72e-23	1.13
chr10-699	chr10	102118868	102119036	+	15.4	0.958	17.000000	17.40	4.64e-20	1.06
chr10-578	chr10	104221137	104221305	+	15.4	0.781	19.000000	16.94	8.07e-20	0.95
chr10-526	chr10	108782711	108782879	+	15.4	0.742	20.000000	14.97	1.04e-18	0.95
chr11-668	chr11	9673886	9674054	+	15.4	0.897	21.000000	17.17	6.13e-20	0.95
chr11-740	chr11	20618168	20618336	+	15.4	0.828	20.000000	18.13	1.96e-20	0.95
chr11-677	chr11	33183127	33183295	+	15.4	0.667	21.000000	14.47	2.11e-18	0.86
chr11-618	chr11	36616104	36616272	+	15.4	0.710	22.000000	26.28	7.74e-24	0.82
chr11-966	chr11	59554457	59554625	+	15.4	0.778	17.000000	14.97	1.04e-18	1.06
chr11-628	chr11	61793083	61793251	+	15.4	0.571	22.000000	14.97	1.04e-18	0.90
chr11-757	chr11	66206074	66206242	+	15.4	0.838	20.000000	16.94	8.07e-20	1.00
