PeakID	chr	start	end	strand	NormalizedTagCount	focusratio	findPeaksScore	FoldChangevsLocal	p-valuevsLocal	ClonalFoldChange
chr6-1043	chr6	105851069	105851237	+	13.3	0.575	18.000000	9.04	1.51e-12	0.95
chr6-1044	chr6	106440393	106440561	+	13.3	0.840	18.000000	16.85	2.77e-17	0.95
chr6-976	chr6	117002293	117002461	+	13.3	0.636	19.000000	10.59	9.99e-14	0.85
chr6-1050	chr6	119399359	119399527	+	13.3	0.571	18.000000	7.67	2.41e-11	0.90
chr6-1051	chr6	119578331	119578499	+	13.3	0.833	18.000000	8.97	1.73e-12	0.90
chr6-1052	chr6	122720595	122720763	+	13.3	0.750	18.000000	15.44	1.31e-16	0.95
chr6-977	chr6	125622732	125622900	+	13.3	0.714	19.000000	9.59	5.55e-13	0.90
chr6-1226	chr6	134273213	134273381	+	13.3	0.625	16.000000	5.48	5.67e-09	1.01
chr6-1233	chr6	149293736	149293904	+	13.3	0.833	16.000000	15.23	1.68e-16	1.01
chr6-1060	chr6	150184549	150184717	+	13.3	0.632	18.000000	5.35	8.30e-09	0.95
chr6-1234	chr6	150259892	150260060	+	13.3	0.759	16.000000	11.35	3.02e-14	1.08
chr6-989	chr6	157909786	157909954	+	13.3	0.724	19.000000	9.75	4.12e-13	0.90
chr6-1061	chr6	158262620	158262788	+	13.3	0.806	18.000000	9.27	9.91e-13	0.95
chr6-925	chr6	160209881	160210049	+	13.3	0.684	20.000000	4.88	3.45e-08	0.95
chr6-1352	chr6	161647436	161647604	+	13.3	0.788	15.000000	6.18	8.35e-10	1.08
chr6-992	chr6	164461136	164461304	+	13.3	0.786	19.000000	18.85	3.68e-18	0.85
chr6-1356	chr6	167264137	167264305	+	13.3	0.778	15.000000	17.93	9.01e-18	1.08
chr7-850	chr7	372611	372779	+	13.3	0.636	19.000000	11.12	4.29e-14	0.85
chr7-851	chr7	856136	856304	+	13.3	0.731	19.000000	7.94	1.34e-11	0.90
chr7-914	chr7	1014787	1014955	+	13.3	0.688	18.000000	7.36	4.73e-11	0.90
chr7-915	chr7	1472250	1472418	+	13.3	0.733	18.000000	4.73	5.47e-08	0.95
chr7-742	chr7	6388526	6388694	+	13.3	0.634	21.000000	12.22	8.26e-15	0.90
chr7-1059	chr7	12687318	12687486	+	13.3	0.840	16.000000	14.08	6.83e-16	1.08
chr7-1160	chr7	24861094	24861262	+	13.3	0.800	15.000000	16.60	3.63e-17	1.08
chr7-856	chr7	26228223	26228391	+	13.3	0.634	19.000000	4.34	1.99e-07	0.90
chr7-1064	chr7	26728805	26728973	+	13.3	0.778	16.000000	17.65	1.20e-17	1.08
chr7-1166	chr7	32546014	32546182	+	13.3	0.885	15.000000	18.53	4.99e-18	1.16
chr7-858	chr7	32982125	32982293	+	13.3	0.548	19.000000	8.24	7.29e-12	0.90
chr7-992	chr7	50517667	50517835	+	13.3	0.703	17.000000	10.30	1.63e-13	0.95
chr7-934	chr7	55434020	55434188	+	13.3	0.667	18.000000	6.78	1.84e-10	0.95
chr7-865	chr7	55955127	55955295	+	13.3	0.778	19.000000	24.71	2.59e-20	0.85
chr7-1071	chr7	64255065	64255233	+	13.3	0.741	16.000000	14.26	5.45e-16	1.01
chr7-998	chr7	73621071	73621239	+	13.3	0.800	17.000000	13.90	8.54e-16	0.95
chr7-814	chr7	74489429	74489597	+	13.3	0.558	20.000000	11.46	2.52e-14	0.90
chr7-1000	chr7	77502781	77502949	+	13.3	0.833	17.000000	17.37	1.59e-17	1.01
chr7-943	chr7	92238075	92238243	+	13.3	0.862	18.000000	10.69	8.47e-14	1.01
chr7-945	chr7	97881343	97881511	+	13.3	0.605	18.000000	14.26	5.45e-16	0.90
chr7-872	chr7	98030120	98030288	+	13.3	0.788	19.000000	9.11	1.31e-12	0.90
chr7-946	chr7	98050427	98050595	+	13.3	0.950	18.000000	15.89	7.94e-17	0.90
chr7-1005	chr7	98977858	98978026	+	13.3	0.688	17.000000	5.32	8.95e-09	1.01
chr7-1083	chr7	98990633	98990801	+	13.3	0.579	16.000000	5.82	2.16e-09	1.08
chr7-818	chr7	99102051	99102219	+	13.3	0.600	20.000000	4.50	1.16e-07	0.90
chr7-955	chr7	100608783	100608951	+	13.3	0.828	18.000000	5.42	6.61e-09	0.90
chr7-877	chr7	100806259	100806427	+	13.3	0.667	19.000000	4.24	2.80e-07	0.90
chr7-956	chr7	101458645	101458813	+	13.3	0.590	18.000000	4.03	6.02e-07	0.90
chr7-1094	chr7	102632308	102632476	+	13.3	0.852	16.000000	5.37	7.70e-09	1.08
chr7-1097	chr7	105683306	105683474	+	13.3	0.778	16.000000	8.62	3.39e-12	1.01
chr7-1102	chr7	106358746	106358914	+	13.3	0.833	16.000000	12.93	3.06e-15	1.01
chr7-886	chr7	120627868	120628036	+	13.3	0.778	19.000000	4.52	1.09e-07	0.90
chr7-1107	chr7	120686972	120687140	+	13.3	0.741	16.000000	6.01	1.30e-09	1.01
chr7-833	chr7	128706462	128706630	+	13.3	0.750	20.000000	8.30	6.44e-12	0.85
chr7-1114	chr7	130579015	130579183	+	13.3	0.950	16.000000	9.19	1.14e-12	1.01
chr7-896	chr7	131376972	131377140	+	13.3	0.714	19.000000	9.75	4.12e-13	0.90
chr7-965	chr7	134345301	134345469	+	13.3	0.786	18.000000	12.36	6.81e-15	1.01
chr7-967	chr7	138729261	138729429	+	13.3	0.700	18.000000	9.67	4.79e-13	0.95
chr7-1223	chr7	139923695	139923863	+	13.3	0.559	15.000000	11.83	1.46e-14	1.08
chr7-897	chr7	142551942	142552110	+	13.3	0.686	19.000000	6.43	4.40e-10	0.90
chr7-975	chr7	154684385	154684553	+	13.3	0.741	18.000000	10.69	8.47e-14	0.90
chr7-904	chr7	154705435	154705603	+	13.3	0.656	19.000000	7.56	3.03e-11	0.90
chr7-1034	chr7	155473674	155473842	+	13.3	0.778	17.000000	11.23	3.60e-14	1.01
chr7-911	chr7	158768624	158768792	+	13.3	0.605	19.000000	6.58	3.01e-10	0.90
chr8-634	chr8	581037	581205	+	13.3	0.568	16.000000	8.49	4.39e-12	1.01
chr8-550	chr8	15398110	15398278	+	13.3	0.800	18.000000	13.08	2.49e-15	1.01
chr8-551	chr8	19675673	19675841	+	13.3	0.793	18.000000	8.00	1.19e-11	0.95
chr8-552	chr8	21767158	21767326	+	13.3	0.724	18.000000	10.90	6.05e-14	0.95
chr8-553	chr8	22022137	22022305	+	13.3	0.667	18.000000	6.54	3.31e-10	0.95
chr8-473	chr8	23082400	23082568	+	13.3	0.657	20.000000	7.27	5.88e-11	0.85
chr8-594	chr8	23430903	23431071	+	13.3	0.558	17.000000	5.01	2.29e-08	0.95
chr8-474	chr8	25316487	25316655	+	13.3	0.550	20.000000	7.62	2.71e-11	0.90
chr8-514	chr8	27183036	27183204	+	13.3	0.786	19.000000	6.62	2.73e-10	0.95
chr8-647	chr8	28480490	28480658	+	13.3	0.769	16.000000	10.49	1.18e-13	1.01
chr8-558	chr8	37642127	37642295	+	13.3	0.706	18.000000	5.70	3.00e-09	0.95
chr8-519	chr8	38008343	38008511	+	13.3	0.833	19.000000	6.28	6.37e-10	1.01
chr8-559	chr8	38333503	38333671	+	13.3	0.852	18.000000	18.85	3.68e-18	0.95
chr8-560	chr8	42426755	42426923	+	13.3	0.700	18.000000	18.53	4.99e-18	0.90
chr8-979	chr8	46843571	46843739	+	13.3	0.905	12.000000	12.22	8.26e-15	1.47
chr8-1525	chr8	46980852	46981020	+	13.3	0.950	9.000000	35.87	2.76e-23	1.80
chr8-479	chr8	56793045	56793213	+	13.3	0.524	20.000000	7.04	1.00e-10	0.90
chr8-564	chr8	61429120	61429288	+	13.3	0.511	18.000000	6.62	2.73e-10	0.90
chr8-606	chr8	67341027	67341195	+	13.3	0.743	17.000000	7.22	6.55e-11	1.01
chr8-657	chr8	67967406	67967574	+	13.3	0.833	16.000000	17.37	1.59e-17	1.08
chr8-714	chr8	68022090	68022258	+	13.3	0.700	15.000000	13.24	2.02e-15	1.08
chr8-782	chr8	69065121	69065289	+	13.3	0.800	14.000000	19.51	1.88e-18	1.16
chr8-607	chr8	74884252	74884420	+	13.3	0.700	17.000000	6.43	4.40e-10	1.01
chr8-608	chr8	75262634	75262802	+	13.3	0.667	17.000000	17.65	1.20e-17	0.95
chr8-529	chr8	87526825	87526993	+	13.3	0.706	19.000000	13.73	1.06e-15	0.85
chr8-613	chr8	99466580	99466748	+	13.3	0.778	17.000000	22.69	1.22e-19	0.95
chr8-662	chr8	99780940	99781108	+	13.3	0.750	16.000000	13.73	1.06e-15	1.08
chr8-663	chr8	100150196	100150364	+	13.3	0.714	16.000000	17.65	1.20e-17	1.01
chr8-531	chr8	102049322	102049490	+	13.3	0.786	19.000000	17.11	2.11e-17	0.90
chr8-491	chr8	124428547	124428715	+	13.3	0.561	20.000000	7.56	3.03e-11	0.90
chr8-494	chr8	125860372	125860540	+	13.3	0.952	20.000000	15.66	1.02e-16	0.85
chr8-577	chr8	131370616	131370784	+	13.3	0.710	18.000000	7.51	3.39e-11	0.95
chr8-428	chr8	142402250	142402418	+	13.3	0.500	22.000000	4.26	2.65e-07	0.90
chr8-541	chr8	144015931	144016099	+	13.3	0.710	19.000000	13.24	2.02e-15	0.95
chr8-627	chr8	144489814	144489982	+	13.3	0.525	17.000000	5.73	2.77e-09	1.01
chr8-583	chr8	144660406	144660574	+	13.3	0.743	18.000000	4.47	1.31e-07	0.95
chr8-586	chr8	145149943	145150111	+	13.3	0.568	18.000000	4.50	1.16e-07	0.95
chr8-632	chr8	145725952	145726120	+	13.3	0.719	17.000000	4.38	1.77e-07	0.95
chr8-549	chr8	146277835	146278003	+	13.3	0.724	19.000000	12.93	3.06e-15	0.90
chr9-584	chr9	2015104	2015272	+	13.3	0.533	21.000000	6.43	4.40e-10	0.85
chr9-872	chr9	2017447	2017615	+	13.3	0.639	17.000000	6.28	6.37e-10	0.95
chr9-776	chr9	4662355	4662523	+	13.3	0.525	18.000000	13.24	2.02e-15	0.95
chr9-648	chr9	6006983	6007151	+	13.3	0.733	20.000000	11.35	3.02e-14	0.90
chr9-693	chr9	6757563	6757731	+	13.3	0.727	19.000000	9.59	5.55e-13	0.85
chr9-537	chr9	19049304	19049472	+	13.3	0.780	22.000000	14.63	3.44e-16	0.85
chr9-695	chr9	19408769	19408937	+	13.3	0.600	19.000000	10.59	9.99e-14	0.85
chr9-700	chr9	33001361	33001529	+	13.3	0.676	19.000000	14.83	2.72e-16	0.90
chr9-702	chr9	34178967	34179135	+	13.3	0.812	19.000000	13.56	1.32e-15	0.90
chr9-780	chr9	34329223	34329391	+	13.3	0.618	18.000000	14.44	4.33e-16	0.90
chr9-878	chr9	34612137	34612305	+	13.3	0.697	17.000000	13.40	1.64e-15	1.08
chr9-704	chr9	35109292	35109460	+	13.3	0.870	19.000000	10.69	8.47e-14	0.90
chr9-1061	chr9	35116286	35116454	+	13.3	0.826	15.000000	10.69	8.47e-14	1.08
chr9-879	chr9	35605072	35605240	+	13.3	0.655	17.000000	8.30	6.44e-12	0.95
chr9-781	chr9	35658602	35658770	+	13.3	0.677	18.000000	6.66	2.48e-10	0.95
chr9-707	chr9	35749042	35749210	+	13.3	0.657	19.000000	12.36	6.81e-15	0.90
chr9-650	chr9	35757002	35757170	+	13.3	0.600	20.000000	9.75	4.12e-13	0.90
chr9-708	chr9	35914519	35914687	+	13.3	0.852	19.000000	14.26	5.45e-16	0.95
chr9-783	chr9	37466146	37466314	+	13.3	0.588	18.000000	5.10	1.73e-08	1.01
chr9-2221	chr9	70010165	70010333	+	13.3	0.950	9.000000	370.65	2.39e-42	1.80
chr9-888	chr9	91003459	91003627	+	13.3	0.786	17.000000	12.93	3.06e-15	1.01
chr9-1184	chr9	94668402	94668570	+	13.3	0.875	14.000000	8.42	5.00e-12	1.25
chr9-657	chr9	94711091	94711259	+	13.3	0.683	20.000000	4.94	2.81e-08	0.90
chr9-789	chr9	94807370	94807538	+	13.3	0.759	18.000000	16.35	4.73e-17	0.95
chr9-717	chr9	95922344	95922512	+	13.3	0.786	19.000000	16.85	2.77e-17	0.90
chr9-1080	chr9	99416870	99417038	+	13.3	0.833	15.000000	8.90	1.99e-12	1.08
chr9-719	chr9	100459087	100459255	+	13.3	0.632	19.000000	7.78	1.91e-11	0.95
chr9-725	chr9	101706097	101706265	+	13.3	0.686	19.000000	10.11	2.23e-13	0.90
chr9-986	chr9	103175479	103175647	+	13.3	0.840	16.000000	15.03	2.14e-16	1.01
chr9-987	chr9	107508276	107508444	+	13.3	0.952	16.000000	6.95	1.23e-10	1.01
chr9-896	chr9	112956644	112956812	+	13.3	0.800	17.000000	20.98	5.05e-19	1.01
chr9-899	chr9	116037805	116037973	+	13.3	0.568	17.000000	12.22	8.26e-15	0.95
chr9-900	chr9	117160605	117160773	+	13.3	0.583	17.000000	7.67	2.41e-11	0.95
chr9-662	chr9	117373479	117373647	+	13.3	0.750	20.000000	9.93	3.04e-13	0.85
chr9-729	chr9	117373945	117374113	+	13.3	0.742	19.000000	10.39	1.38e-13	0.85
chr9-603	chr9	119184915	119185083	+	13.3	0.595	21.000000	9.34	8.59e-13	0.95
chr9-795	chr9	119449439	119449607	+	13.3	0.815	18.000000	16.60	3.63e-17	1.01
chr9-796	chr9	125133330	125133498	+	13.3	0.880	18.000000	9.19	1.14e-12	1.01
chr9-797	chr9	125137504	125137672	+	13.3	0.690	18.000000	5.45	6.12e-09	0.90
chr9-732	chr9	125693955	125694123	+	13.3	0.700	19.000000	13.90	8.54e-16	0.85
chr9-733	chr9	127275158	127275326	+	13.3	0.618	19.000000	7.22	6.55e-11	0.90
chr9-1210	chr9	127894125	127894293	+	13.3	0.714	14.000000	25.27	1.72e-20	1.25
chr9-902	chr9	127997663	127997831	+	13.3	0.765	17.000000	5.98	1.41e-09	1.08
chr9-666	chr9	129160891	129161059	+	13.3	0.909	20.000000	17.65	1.20e-17	0.85
chr9-906	chr9	130186192	130186360	+	13.3	0.733	17.000000	7.83	1.70e-11	1.01
chr9-738	chr9	130375260	130375428	+	13.3	0.611	19.000000	5.20	1.29e-08	0.90
chr9-910	chr9	130879980	130880148	+	13.3	0.679	17.000000	4.24	2.80e-07	0.95
chr9-912	chr9	130941168	130941336	+	13.3	0.636	17.000000	5.70	3.00e-09	1.01
chr9-913	chr9	131057757	131057925	+	13.3	0.909	17.000000	4.92	3.01e-08	0.95
chr9-612	chr9	131133576	131133744	+	13.3	0.657	21.000000	12.78	3.75e-15	0.85
chr9-809	chr9	131183416	131183584	+	13.3	0.595	18.000000	6.11	9.98e-10	0.95
chr9-811	chr9	131785803	131785971	+	13.3	0.750	18.000000	6.50	3.64e-10	0.95
chr9-744	chr9	131802492	131802660	+	13.3	0.742	19.000000	7.13	8.11e-11	0.85
chr9-613	chr9	131843355	131843523	+	13.3	0.480	21.000000	7.13	8.11e-11	0.90
chr9-746	chr9	132096583	132096751	+	13.3	0.500	19.000000	6.95	1.23e-10	0.85
chr9-816	chr9	132949446	132949614	+	13.3	0.667	18.000000	6.70	2.25e-10	0.90
chr9-1037	chr9	134188514	134188682	+	13.3	0.867	16.000000	8.83	2.27e-12	1.01
chr9-937	chr9	134399286	134399454	+	13.3	0.826	17.000000	9.34	8.59e-13	0.95
chr9-939	chr9	136858050	136858218	+	13.3	0.629	17.000000	6.01	1.30e-09	0.95
chr9-855	chr9	137000786	137000954	+	13.3	0.488	18.000000	6.91	1.36e-10	0.90
chr9-770	chr9	138823553	138823721	+	13.3	0.538	19.000000	4.58	9.09e-08	0.90
chr9-858	chr9	139014822	139014990	+	13.3	0.575	18.000000	4.26	2.65e-07	0.90
chr9-686	chr9	139406169	139406337	+	13.3	0.574	20.000000	4.94	2.81e-08	0.85
chr9-1050	chr9	139657462	139657630	+	13.3	0.815	16.000000	5.67	3.26e-09	1.08
chr9-1150	chr9	139762062	139762230	+	13.3	0.840	15.000000	8.62	3.39e-12	1.08
chr9-774	chr9	139907633	139907801	+	13.3	0.625	19.000000	6.46	4.01e-10	0.90
chr9-953	chr9	139964786	139964954	+	13.3	0.714	17.000000	4.86	3.69e-08	1.01
chr9-690	chr9	140190615	140190783	+	13.3	0.800	20.000000	4.90	3.22e-08	0.85
chr10-529	chr10	5454636	5454804	+	13.3	0.690	19.000000	11.23	3.60e-14	0.90
chr10-532	chr10	5854762	5854930	+	13.3	0.600	19.000000	6.32	5.81e-10	0.90
chr10-594	chr10	6245312	6245480	+	13.3	0.576	18.000000	5.91	1.68e-09	0.90
chr10-533	chr10	7450478	7450646	+	13.3	0.667	19.000000	5.62	3.82e-09	0.95
chr10-535	chr10	11784776	11784944	+	13.3	0.636	19.000000	8.62	3.39e-12	0.85
chr10-652	chr10	12237604	12237772	+	13.3	0.727	17.000000	10.20	1.91e-13	0.95
chr10-882	chr10	15412409	15412577	+	13.3	0.792	14.000000	13.40	1.64e-15	1.16
chr10-492	chr10	17470891	17471059	+	13.3	0.857	20.000000	4.90	3.22e-08	0.85
chr10-653	chr10	21816256	21816424	+	13.3	0.759	17.000000	4.63	7.53e-08	0.95
chr10-601	chr10	22422871	22423039	+	13.3	0.793	18.000000	11.58	2.11e-14	0.95
chr10-538	chr10	22630141	22630309	+	13.3	0.771	19.000000	6.62	2.73e-10	0.95
chr10-540	chr10	27529505	27529673	+	13.3	0.771	19.000000	6.99	1.11e-10	0.90
chr10-723	chr10	31567651	31567819	+	13.3	0.769	16.000000	16.12	6.14e-17	1.01
chr10-605	chr10	35668440	35668608	+	13.3	0.800	18.000000	10.69	8.47e-14	0.95
chr10-541	chr10	35688562	35688730	+	13.3	0.828	19.000000	13.24	2.02e-15	1.01
chr10-728	chr10	43048086	43048254	+	13.3	0.792	16.000000	15.89	7.94e-17	1.08
chr10-545	chr10	43140646	43140814	+	13.3	0.815	19.000000	15.44	1.31e-16	0.95
chr10-900	chr10	43265092	43265260	+	13.3	0.714	14.000000	9.84	3.54e-13	1.16
chr10-547	chr10	45868927	45869095	+	13.3	0.647	19.000000	6.28	6.37e-10	0.85
chr10-609	chr10	49684171	49684339	+	13.3	0.767	18.000000	4.83	3.94e-08	0.95
chr10-665	chr10	50396270	50396438	+	13.3	0.750	17.000000	6.08	1.09e-09	1.01
chr10-732	chr10	50489604	50489772	+	13.3	0.808	16.000000	12.22	8.26e-15	1.08
chr10-508	chr10	61833290	61833458	+	13.3	0.905	20.000000	13.90	8.54e-16	0.85
chr10-550	chr10	63590662	63590830	+	13.3	0.800	19.000000	9.27	9.91e-13	0.90
chr10-381	chr10	63662966	63663134	+	13.3	0.667	23.000000	7.94	1.34e-11	0.85
chr10-737	chr10	72141617	72141785	+	13.3	0.719	16.000000	5.79	2.35e-09	1.01
chr10-673	chr10	72319232	72319400	+	13.3	0.737	17.000000	6.11	9.98e-10	1.01
chr10-554	chr10	73137093	73137261	+	13.3	0.605	19.000000	9.34	8.59e-13	0.90
chr10-675	chr10	73467987	73468155	+	13.3	0.625	17.000000	5.95	1.54e-09	0.95
chr10-620	chr10	79669617	79669785	+	13.3	0.622	18.000000	6.01	1.30e-09	0.95
chr10-684	chr10	81160369	81160537	+	13.3	0.917	17.000000	6.25	6.98e-10	1.01
chr10-565	chr10	87838910	87839078	+	13.3	0.724	19.000000	11.12	4.29e-14	0.90
chr10-624	chr10	94608574	94608742	+	13.3	0.511	18.000000	9.84	3.54e-13	0.95
chr10-692	chr10	98273577	98273745	+	13.3	0.614	17.000000	11.70	1.75e-14	0.95
chr10-625	chr10	98346110	98346278	+	13.3	0.750	18.000000	8.55	3.86e-12	0.95
chr10-523	chr10	99093637	99093805	+	13.3	0.561	20.000000	8.00	1.19e-11	0.85
chr10-693	chr10	99205922	99206090	+	13.3	0.700	17.000000	17.93	9.01e-18	0.95
chr10-524	chr10	101769666	101769834	+	13.3	0.622	20.000000	15.44	1.31e-16	0.85
chr10-700	chr10	102242358	102242526	+	13.3	0.690	17.000000	17.65	1.20e-17	0.95
chr10-572	chr10	102321848	102322016	+	13.3	0.778	19.000000	21.80	2.52e-19	0.85
chr10-776	chr10	111683157	111683325	+	13.3	0.677	16.000000	15.66	1.02e-16	1.01
chr10-478	chr10	111768197	111768365	+	13.3	0.600	21.000000	8.24	7.29e-12	0.85
chr10-582	chr10	112432186	112432354	+	13.3	0.857	19.000000	14.63	3.44e-16	0.95
chr10-583	chr10	112632072	112632240	+	13.3	0.647	19.000000	10.20	1.91e-13	0.90
chr10-584	chr10	116581349	116581517	+	13.3	0.828	19.000000	19.17	2.57e-18	0.90
chr10-706	chr10	120790160	120790328	+	13.3	0.605	17.000000	10.49	1.18e-13	1.01
chr10-637	chr10	121298176	121298344	+	13.3	0.875	18.000000	7.13	8.11e-11	0.90
chr10-585	chr10	121485092	121485260	+	13.3	0.676	19.000000	11.58	2.11e-14	0.95
chr10-587	chr10	124713809	124713977	+	13.3	0.541	19.000000	15.23	1.68e-16	0.90
chr10-640	chr10	124914239	124914407	+	13.3	0.690	18.000000	10.69	8.47e-14	0.90
chr10-867	chr10	126830628	126830796	+	13.3	0.741	15.000000	13.24	2.02e-15	1.08
chr10-870	chr10	134498728	134498896	+	13.3	0.875	15.000000	15.03	2.14e-16	1.08
chr11-848	chr11	268839	269007	+	13.3	0.692	18.000000	7.27	5.88e-11	0.90
chr11-849	chr11	313682	313850	+	13.3	0.727	18.000000	5.98	1.41e-09	0.95
chr11-856	chr11	790043	790211	+	13.3	0.846	18.000000	5.08	1.85e-08	0.95
chr11-860	chr11	2442090	2442258	+	13.3	0.647	18.000000	6.35	5.30e-10	0.95
chr11-864	chr11	5617843	5618011	+	13.3	0.880	18.000000	10.59	9.99e-14	0.90
chr11-1034	chr11	8751712	8751880	+	13.3	0.760	16.000000	14.08	6.83e-16	1.01
chr11-866	chr11	9025464	9025632	+	13.3	0.565	18.000000	7.94	1.34e-11	1.01
chr11-790	chr11	9780260	9780428	+	13.3	0.710	19.000000	8.06	1.06e-11	0.90
chr11-941	chr11	10348851	10349019	+	13.3	0.864	17.000000	19.51	1.88e-18	0.95
chr11-943	chr11	10814120	10814288	+	13.3	0.913	17.000000	13.24	2.02e-15	0.95
chr11-944	chr11	11643611	11643779	+	13.3	0.538	17.000000	13.90	8.54e-16	0.95
chr11-949	chr11	14786818	14786986	+	13.3	0.917	17.000000	17.11	2.11e-17	1.08
chr11-870	chr11	17099196	17099364	+	13.3	0.609	18.000000	9.34	8.59e-13	0.95
chr11-873	chr11	33060732	33060900	+	13.3	0.667	18.000000	8.90	1.99e-12	0.95
chr11-954	chr11	33958927	33959095	+	13.3	0.833	17.000000	9.27	9.91e-13	1.01
chr11-875	chr11	34171424	34171592	+	13.3	0.857	18.000000	9.27	9.91e-13	0.95
chr11-957	chr11	44802532	44802700	+	13.3	0.639	17.000000	10.69	8.47e-14	1.01
chr11-800	chr11	45907188	45907356	+	13.3	0.647	19.000000	9.27	9.91e-13	0.90
chr11-1044	chr11	45944112	45944280	+	13.3	0.632	16.000000	4.43	1.48e-07	1.08
chr11-743	chr11	45944583	45944751	+	13.3	0.595	20.000000	5.10	1.73e-08	0.90
chr11-623	chr11	57078845	57079013	+	13.3	0.643	22.000000	6.62	2.73e-10	0.85
chr11-891	chr11	63374011	63374179	+	13.3	0.840	18.000000	13.90	8.54e-16	0.90
chr11-975	chr11	63438297	63438465	+	13.3	0.645	17.000000	6.43	4.40e-10	0.95
chr11-976	chr11	63581100	63581268	+	13.3	0.559	17.000000	7.41	4.24e-11	0.95
chr11-893	chr11	63753705	63753873	+	13.3	0.578	18.000000	7.67	2.41e-11	1.16
chr11-1066	chr11	64084828	64084996	+	13.3	0.622	16.000000	4.67	6.63e-08	1.08
chr11-811	chr11	64110001	64110169	+	13.3	0.727	19.000000	4.90	3.22e-08	0.95
chr11-979	chr11	64339153	64339321	+	13.3	0.767	17.000000	8.18	8.26e-12	0.95
chr11-980	chr11	64661675	64661843	+	13.3	0.833	17.000000	5.27	1.04e-08	1.01
chr11-898	chr11	65212050	65212218	+	13.3	0.575	18.000000	4.96	2.63e-08	0.95
chr11-904	chr11	66024897	66025065	+	13.3	0.618	18.000000	7.08	9.01e-11	0.95
chr11-815	chr11	66335938	66336106	+	13.3	0.585	19.000000	10.02	2.61e-13	0.90
chr11-986	chr11	67034196	67034364	+	13.3	0.778	17.000000	5.59	4.14e-09	1.01
chr11-906	chr11	67140280	67140448	+	13.3	0.697	18.000000	4.67	6.63e-08	0.90
chr11-817	chr11	67980261	67980429	+	13.3	0.774	19.000000	5.48	5.67e-09	0.95
chr11-818	chr11	68228235	68228403	+	13.3	0.633	19.000000	7.72	2.15e-11	0.85
chr11-908	chr11	72408262	72408430	+	13.3	0.611	18.000000	7.83	1.70e-11	0.90
chr11-1086	chr11	72893944	72894112	+	13.3	0.840	16.000000	14.83	2.72e-16	1.01
chr11-821	chr11	73073306	73073474	+	13.3	0.629	19.000000	9.11	1.31e-12	0.90
chr11-996	chr11	74459878	74460046	+	13.3	0.636	17.000000	11.70	1.75e-14	0.95
chr11-1092	chr11	76432946	76433114	+	13.3	0.833	16.000000	14.26	5.45e-16	1.01
chr11-1190	chr11	82783170	82783338	+	13.3	0.714	15.000000	10.39	1.38e-13	1.08
chr11-829	chr11	93063653	93063821	+	13.3	0.794	19.000000	14.44	4.33e-16	0.90
chr11-1004	chr11	94842320	94842488	+	13.3	0.714	17.000000	9.84	3.54e-13	0.95
chr11-1005	chr11	96037261	96037429	+	13.3	0.870	17.000000	17.37	1.59e-17	0.95
chr11-1195	chr11	102139518	102139686	+	13.3	0.783	15.000000	20.59	7.09e-19	1.08
chr11-1009	chr11	105948419	105948587	+	13.3	0.694	17.000000	10.02	2.61e-13	0.95
chr11-919	chr11	111636883	111637051	+	13.3	0.568	18.000000	12.09	1.00e-14	0.95
chr11-922	chr11	114018532	114018700	+	13.3	0.786	18.000000	15.66	1.02e-16	0.90
chr11-835	chr11	116147296	116147464	+	13.3	0.676	19.000000	16.85	2.77e-17	0.95
chr11-923	chr11	118272313	118272481	+	13.3	0.537	18.000000	9.84	3.54e-13	0.90
chr11-840	chr11	118661398	118661566	+	13.3	0.769	19.000000	4.47	1.31e-07	0.90
chr11-1014	chr11	118799464	118799632	+	13.3	0.743	17.000000	4.65	7.07e-08	1.01
chr11-845	chr11	126138698	126138866	+	13.3	0.650	19.000000	7.89	1.51e-11	0.90
chr12-678	chr12	1058610	1058778	+	13.3	0.600	18.000000	10.11	2.23e-13	0.90
chr12-732	chr12	1100038	1100206	+	13.3	0.583	17.000000	13.40	1.64e-15	0.95
chr12-733	chr12	1601331	1601499	+	13.3	0.690	17.000000	15.66	1.02e-16	0.95
chr12-680	chr12	1771154	1771322	+	13.3	0.792	18.000000	10.20	1.91e-13	0.95
chr12-530	chr12	1800077	1800245	+	13.3	0.649	21.000000	14.63	3.44e-16	0.90
chr12-682	chr12	3068955	3069123	+	13.3	0.606	18.000000	12.22	8.26e-15	0.90
chr12-684	chr12	6643520	6643688	+	13.3	0.568	18.000000	4.61	8.02e-08	0.90
chr12-686	chr12	6862204	6862372	+	13.3	0.727	18.000000	9.75	4.12e-13	0.90
chr12-689	chr12	9102129	9102297	+	13.3	0.706	18.000000	11.83	1.46e-14	0.95
chr12-623	chr12	17250687	17250855	+	13.3	0.815	19.000000	44.48	5.14e-25	1.01
chr12-690	chr12	26999049	26999217	+	13.3	0.697	18.000000	17.37	1.59e-17	1.01
chr12-743	chr12	31743202	31743370	+	13.3	0.583	17.000000	10.30	1.63e-13	0.95
chr12-900	chr12	47754574	47754742	+	13.3	0.870	15.000000	12.22	8.26e-15	1.08
chr12-747	chr12	48227065	48227233	+	13.3	0.613	17.000000	6.39	4.83e-10	0.95
chr12-749	chr12	50360867	50361035	+	13.3	0.743	17.000000	6.74	2.04e-10	1.08
