======================================================================
SISSRs: A tool to identify binding sites from ChIP-Seq data
======================================================================
SISSRs version 1.4 (Release date: Mon, 24 November 2008)

For further information on how to interpret these results or to get
a recent version of the SISSRs software, please visit
http://sissrs.rajajothi.com
======================================================================


======================================================================
REFERENCE
======================================================================
If you use this program in your research, please cite:

Raja Jothi, Suresh Cuddapah, Artem Barski, Kairong Cui, Keji Zhao
Genome-wide identification of in vivo protein-DNA binding sites
from ChIP-Seq Data. Nucleic Acids Research, 36(16):5221-31 (2008)
======================================================================


======================================================================
COMMAND LINE SUMMARY & ESTIMATED PARAMETERS
======================================================================
Data file (i)                           : mm10-C57BL7-ThioMac-PU1-notx.bed
Number of tags in the data file         : 11162225
Number of tags selected for analysis    : 11162225 (100.00%)
Tags mapped to sense strand             : 5850700 (52.42%)
Tags mapped to anti-sense strand        : 5311525 (47.58%)
Background model (Negative Control)     : Poisson
Genome length (s)                       : 2505020000
Fraction of genome mappable by reads (m): 0.80
Effective Genome length  (s*m)          : 2004016000
False discovery rate (d)                : 0.001
Scanning window size (w)                : 20
Average DNA fragment length (f)         : 105
Minimum number of 'directional' tags
  required on each side of the inferred
  binding site (E)                      : 2
Keep one tag per genomic position (a)   : NO
Also reports binding sites supported
  only by reads mapped to either sense
  or anti-sense strand (u)              : NO
======================================================================


======================================================================
BINDING SITES
======================================================================
Tags necessary to identify binding sites: 9 (FDR < 1.00e-03)
(at least E=2 tags on each side)

Chr	cStart	cEnd	NumTags
chr15	88459831	88459931	16
chr15	88490471	88490511	323
chr15	88490771	88490851	12
chr15	88662231	88662271	98
chr15	88706271	88706331	10
chr15	88715951	88716011	15
chr15	88716551	88716611	15
chr15	88732571	88732611	66
chr15	88733311	88733391	11
chr15	88743551	88743591	41
chr15	88745571	88745611	165
chr15	88750191	88750251	11
chr15	88752411	88752451	59
chr15	88760651	88760711	38
chr15	88815411	88815451	14
chr15	88815611	88815671	12
chr15	88819171	88819211	17
chr15	88819271	88819331	38
chr15	88828871	88828911	10
chr15	88843071	88843111	24
chr15	88843791	88843831	10
chr15	88855591	88855631	33
chr15	88861891	88861931	128
chr15	88862171	88862211	9
chr15	88862431	88862471	12
chr15	88864091	88864131	33
chr15	88921651	88921711	11
chr15	88934291	88934391	11
chr15	88936911	88936951	11
chr15	88937131	88937191	18
chr15	89048071	89048111	9
chr15	89074151	89074211	19
chr15	89075271	89075351	12
chr15	89078611	89078651	25
chr15	89088991	89089031	18
chr15	89089671	89089711	16
chr15	89128411	89128471	15
chr15	89128671	89128711	120
chr15	89131491	89131531	56
chr15	89131671	89131731	9
chr15	89142971	89143031	11
chr15	89161431	89161511	9
chr15	89170331	89170371	18
chr15	89171891	89171931	25
chr15	89172671	89172811	17
chr15	89175671	89175711	18
chr15	89177351	89177391	46
chr15	89177751	89177791	191
chr15	89178151	89178191	126
chr15	89179111	89179171	43
chr15	89180931	89181091	13
chr15	89186251	89186311	12
chr15	89196131	89196171	19
chr15	89196591	89196631	60
chr15	89240211	89240251	55
chr15	89289251	89289291	38
chr15	89315231	89315291	12
chr15	89355731	89355771	12
chr15	89373871	89373911	178
chr15	89427311	89427371	10
chr15	89429451	89429511	38
chr15	89429891	89429931	34
chr15	89430871	89431011	28
chr15	89453451	89453491	18
chr15	89476111	89476151	99
chr15	89476491	89476571	9
chr15	89480291	89480331	15
chr15	89591271	89591351	10
chr15	90109591	90109631	12
chr15	90224271	90224331	34
chr15	90244091	90244131	27
chr15	90669631	90669691	12
chr15	90963491	90963531	43
chr15	91167991	91168031	13
chr15	91168371	91168411	32
chr15	91172291	91172331	222
chr15	91178791	91178851	16
chr15	91180071	91180131	18
chr15	91180871	91180911	25
chr15	91187211	91187251	11
chr15	91190111	91190151	13
chr15	91190251	91190311	19
chr15	91191411	91191451	21
chr15	91191871	91191911	13
chr15	91192091	91192131	67
chr15	91193151	91193251	21
chr15	91194751	91194791	58
chr15	91253991	91254091	17
chr15	91254331	91254391	71
chr15	91283031	91283071	13
chr15	91609851	91609891	11
chr15	91615311	91615351	31
chr15	91633311	91633351	57
chr15	91645551	91645591	24
chr15	91651691	91651731	35
chr15	91658391	91658431	10
chr15	91660951	91660991	33
chr15	91664891	91664931	9
chr15	91672931	91673011	14
chr15	91673091	91673131	14
chr15	91673311	91673351	29
chr15	91676631	91676671	24
chr15	91686051	91686091	15
chr15	91703151	91703211	22
chr15	91703371	91703451	19
chr15	91719071	91719151	10
chr15	91733991	91734071	11
chr15	91753971	91754011	13
chr15	92344291	92344331	10
chr15	93006131	93006211	12
chr15	93216451	93216511	18
chr15	93251751	93251791	14
chr15	93268191	93268231	115
chr15	93270431	93270471	28
chr15	93275431	93275511	53
chr15	93275931	93275971	14
chr15	93287771	93287811	41
chr15	93318991	93319051	13
chr15	93340871	93340931	14
chr15	93341111	93341151	15
chr15	93343131	93343191	9
chr15	93366831	93366871	20
chr15	93398311	93398371	10
chr15	93398611	93398671	19
chr15	93405791	93405831	13
chr15	93552291	93552331	20
chr15	93628651	93628691	9
chr15	93838271	93838311	10
chr15	93953751	93953791	44
chr15	94543551	94543591	18
chr15	94543811	94543851	112
chr15	94545011	94545051	12
chr15	94566051	94566091	37
chr15	94570891	94570951	14
chr15	94589091	94589131	16
chr15	94591491	94591571	10
chr15	94592031	94592071	9
chr15	95768971	95769011	95
chr15	95789631	95789671	20
chr15	95790351	95790411	13
chr15	95790751	95790791	202
chr15	95793011	95793051	25
chr15	95793111	95793171	11
chr15	95794411	95794471	9
chr15	95794951	95795011	55
chr15	95795451	95795491	49
chr15	95797391	95797431	66
chr15	95797631	95797831	29
chr15	95799791	95799931	36
chr15	95800271	95800311	11
chr15	95802931	95802971	29
chr15	95804311	95804411	29
chr15	95805031	95805091	31
chr15	95805231	95805271	23
chr15	95808031	95808071	243
chr15	95810671	95810711	54
chr15	95822291	95822331	164
chr15	95824351	95824391	59
chr15	95828471	95828511	12
chr15	95828591	95828631	11
chr15	95833891	95833931	49
chr15	95837671	95837731	9
chr15	95847891	95847931	15
chr15	95849931	95849971	68
chr15	95850731	95850771	11
chr15	95887511	95887571	25
chr15	95900111	95900171	27
chr15	95906471	95906511	19
chr15	95954411	95954491	10
chr15	95963211	95963251	28
chr15	96178691	96178731	23
chr15	96181171	96181211	26
chr15	96183251	96183291	61
chr15	96197631	96197711	17
chr15	96276031	96276091	32
chr15	96277231	96277271	69
chr15	96285271	96285331	16
chr15	96286711	96286751	18
chr15	96309491	96309571	9
chr15	96309951	96309991	15
chr15	96315971	96316011	41
chr15	96328891	96328931	58
chr15	96332111	96332151	14
chr15	96332691	96332751	12
chr15	96403331	96403391	13
chr15	96460151	96460191	22
chr15	96466771	96466811	220
chr15	96475571	96475611	11
chr15	96507651	96507691	13
chr15	96552231	96552271	44
chr15	96562731	96562771	74
chr15	96564071	96564111	56
chr15	96566111	96566171	9
chr15	96566291	96566511	32
chr15	96566911	96566951	9
chr15	96568531	96568591	39
chr15	96588771	96588871	16
chr15	96593131	96593191	16
chr15	96593511	96593551	69
chr15	96593851	96593891	10
chr15	96594051	96594091	100
chr15	96599051	96599091	45
chr15	96621851	96621891	22
chr15	96627471	96627511	39
chr15	96631191	96631291	35
chr15	96633731	96633771	285
chr15	96638231	96638271	49
chr15	96638511	96638571	35
chr15	96641571	96641611	33
chr15	96642031	96642071	12
chr15	96642691	96642731	10
chr15	96643191	96643231	83
chr15	96653631	96653671	52
chr15	96654911	96654951	187
chr15	96655631	96655691	120
chr15	96658951	96658991	47
chr15	96666011	96666051	19
chr15	96684311	96684371	10
chr15	96685571	96685631	14
chr15	96691011	96691051	39
chr15	96697071	96697111	34
chr15	96698191	96698251	9
chr15	96699171	96699211	45
chr15	96709731	96709771	41
chr15	96709911	96709951	58
chr15	96710311	96710351	59
chr15	96712251	96712311	12
chr15	96715211	96715311	172
chr15	96729251	96729291	157
chr15	96736831	96736871	9
chr15	96743351	96743411	85
chr15	96743631	96743671	9
chr15	96746671	96746771	10
chr15	96755491	96755551	17
chr15	96757591	96757631	174
chr15	96758011	96758051	57
chr15	96758291	96758351	9
chr15	96759231	96759291	36
chr15	96768791	96768851	18
chr15	96770531	96770591	62
chr15	96776911	96776951	102
chr15	96817811	96817871	40
chr15	96818611	96818651	31
chr15	96936931	96936971	12
chr15	96953611	96953651	13
chr15	97140151	97140251	12
chr15	97213271	97213311	31
chr15	97308751	97308791	19
chr15	97309251	97309311	19
chr15	97312111	97312231	23
chr15	97361151	97361191	132
chr15	97361511	97361551	13
chr15	97361811	97361851	13
chr15	97379931	97379971	25
chr15	97397051	97397091	35
chr15	97414951	97415011	13
chr15	97415711	97415751	35
chr15	97422391	97422431	25
chr15	97448371	97448411	16
chr15	97449131	97449191	13
chr15	97469771	97469811	28
chr15	97487591	97487651	20
chr15	97515971	97516031	15
chr15	97520611	97520651	19
chr15	97573691	97573811	9
chr15	97576671	97576711	19
chr15	97576951	97576991	40
chr15	97581911	97581951	47
chr15	97590831	97590871	11
chr15	97663791	97663891	14
chr15	97673031	97673071	66
chr15	97725251	97725331	11
chr15	97727231	97727351	12
chr15	97754951	97754991	33
chr15	97759871	97759911	15
chr15	97760271	97760311	28
chr15	97767891	97767931	43
chr15	97774291	97774511	14
chr15	97775891	97775931	27
chr15	97786191	97786251	19
chr15	97786771	97786811	29
chr15	97786991	97787031	67
chr15	97787551	97787591	63
chr15	97787811	97787871	32
chr15	97789191	97789231	61
chr15	97816691	97816771	15
chr15	97820991	97821031	56
chr15	97821491	97821531	9
chr15	97821791	97821831	22
chr15	97824111	97824151	20
chr15	97825031	97825091	77
chr15	97825651	97825691	10
chr15	97829091	97829151	9
chr15	97833431	97833471	57
chr15	97837811	97837851	21
chr15	97841491	97841531	19
chr15	97841751	97841791	22
chr15	97849871	97849931	15
chr15	97869171	97869211	36
chr15	97871271	97871311	63
chr15	97880751	97880791	98
chr15	97881531	97881571	27
chr15	97905231	97905291	12
chr15	97907391	97907431	39
chr15	97927991	97928031	124
chr15	97942791	97942851	11
chr15	97949931	97950051	29
chr15	97964011	97964071	9
chr15	97964131	97964171	10
chr15	97964671	97964711	45
chr15	98089071	98089111	12
chr15	98089491	98089551	12
chr15	98092891	98092971	15
chr15	98093391	98093451	30
chr15	98093811	98093851	18
chr15	98137191	98137231	9
chr15	98145631	98145691	10
chr15	98146011	98146111	13
chr15	98153071	98153111	40
chr15	98173951	98174011	11
chr15	98181171	98181211	11
chr15	98387851	98387891	30
chr15	98388111	98388171	10
chr15	98389831	98389871	26
chr15	98416131	98416171	16
chr15	98417211	98417251	13
chr15	98484071	98484111	24
chr15	98484711	98484751	106
chr15	98506411	98506451	331
chr15	98511471	98511511	369
chr15	98513091	98513131	37
chr15	98513271	98513311	13
chr15	98533911	98533971	10
chr15	98534231	98534271	20
chr15	98567271	98567311	33
chr15	98567711	98567851	38
chr15	98571251	98571291	29
chr15	98584891	98584931	11
chr15	98632251	98632291	17
chr15	98645051	98645131	9
chr15	98661471	98661511	94
chr15	98662371	98662411	113
chr15	98662831	98662871	12
chr15	98662951	98662991	17
chr15	98670491	98670551	10
chr15	98672791	98672831	17
chr15	98673051	98673111	20
chr15	98677571	98677631	74
chr15	98683931	98683971	118
chr15	98714351	98714391	11
chr15	98715171	98715211	42
chr15	98729051	98729091	25
chr15	98761231	98761291	14
chr15	98762271	98762311	12
chr15	98763191	98763231	81
chr15	98772891	98772931	59
chr15	98789471	98789511	58
chr15	98792251	98792291	17
chr15	98806271	98806351	16
chr15	98831491	98831531	137
chr15	98831871	98831911	9
chr15	98867471	98867551	34
chr15	98869491	98869531	45
chr15	98871671	98871751	12
chr15	98872211	98872251	18
chr15	98873251	98873291	27
chr15	98881531	98881571	18
chr15	98892271	98892391	11
chr15	98917751	98917831	22
chr15	98918211	98918251	64
chr15	98928671	98928731	18
chr15	98928791	98928831	10
chr15	98934111	98934151	15
chr15	98936911	98936951	21
chr15	98937411	98937471	9
chr15	98953011	98953051	9
chr15	98953531	98953591	9
chr15	98953691	98953731	19
chr15	98957331	98957371	53
chr15	98973131	98973171	10
chr15	98985111	98985171	10
chr15	98985291	98985331	64
chr15	98985551	98985591	80
chr15	98985851	98985911	18
chr15	98992731	98992771	235
chr15	98993231	98993271	71
chr15	99001831	99001871	15
chr15	99002191	99002231	41
chr15	99025891	99025931	27
chr15	99026331	99026391	24
chr15	99029051	99029091	63
chr15	99029511	99029651	11
chr15	99029811	99029851	11
chr15	99030071	99030171	23
chr15	99030351	99030391	163
chr15	99032031	99032091	16
chr15	99032791	99032831	18
chr15	99033691	99033731	51
chr15	99074971	99075071	14
chr15	99083471	99083511	36
chr15	99093331	99093371	22
chr15	99099171	99099211	11
chr15	99122531	99122571	9
chr15	99122791	99122831	163
chr15	99224271	99224311	18
chr15	99225551	99225591	12
chr15	99251971	99252031	15
chr15	99252091	99252131	32
chr15	99259791	99260031	12
chr15	99260091	99260151	12
chr15	99265651	99265691	65
chr15	99317051	99317091	58
chr15	99317611	99317651	29
chr15	99330171	99330211	68
chr15	99331731	99331771	16
chr15	99333071	99333111	164
chr15	99333911	99333951	9
chr15	99335291	99335331	10
chr15	99341291	99341331	181
chr15	99342751	99342791	48
chr15	99344051	99344091	21
chr15	99365111	99365151	52
chr15	99370491	99370551	9
chr15	99381271	99381311	9
chr15	99384271	99384331	30
chr15	99388231	99388271	117
chr15	99388371	99388431	80
chr15	99392731	99392771	18
chr15	99392971	99393011	59
chr15	99393171	99393211	55
chr15	99393451	99393491	35
chr15	99394111	99394151	51
chr15	99394351	99394391	9
chr15	99394531	99394591	14
chr15	99400791	99400891	22
chr15	99415851	99415891	9
chr15	99421651	99421711	14
chr15	99456531	99456571	253
chr15	99457871	99457911	37
chr15	99471191	99471231	12
chr15	99474691	99474751	70
chr15	99484931	99484971	14
chr15	99498151	99498191	107
chr15	99541931	99541971	15
chr15	99585531	99585591	17
chr15	99590111	99590171	11
chr15	99590711	99590771	11
chr15	99607471	99607531	59
chr15	99618811	99618851	9
chr15	99622491	99622531	36
chr15	99634891	99634931	122
chr15	99642691	99642771	9
chr15	99652371	99652411	64
chr15	99664611	99664651	19
chr15	99698791	99698871	9
chr15	99702091	99702131	17
chr15	99702571	99702611	9
chr15	99715051	99715111	12
chr15	99715491	99715531	10
chr15	99723811	99723891	26
chr15	99724791	99724831	22
chr15	99725391	99725451	31
chr15	99725611	99725651	28
chr15	99725771	99725811	12
chr15	99759631	99759671	9
chr15	99763051	99763091	9
chr15	99771551	99771591	95
chr15	99771731	99771791	11
chr15	99772411	99772451	37
chr15	99772931	99772971	22
chr15	99787631	99787711	14
chr15	99800051	99800091	11
chr15	99803271	99803311	33
chr15	99805831	99805871	31
chr15	99809391	99809451	20
chr15	99814711	99814771	12
chr15	99815111	99815151	182
chr15	99817411	99817471	27
chr15	99818491	99818531	19
chr15	99819851	99819891	26
chr15	99820131	99820171	152
chr15	99823471	99823531	49
chr15	99825131	99825171	46
chr15	99835011	99835051	14
chr15	99835111	99835171	24
chr15	99835291	99835331	35
chr15	99846291	99846331	10
chr15	99874351	99874411	11
chr15	99904511	99904551	15
chr15	99904691	99904731	12
chr15	99905211	99905271	27
chr15	99907611	99907751	52
chr15	99951051	99951091	11
chr15	99964791	99964831	19
chr15	99965311	99965351	21
chr15	99970711	99970751	65
chr15	99972691	99972751	11
chr15	99973391	99973451	22
chr15	99999551	99999611	46
chr15	100005071	100005111	40
chr15	100012211	100012251	13
chr15	100039551	100039591	34
chr15	100040971	100041011	32
chr15	100041671	100041711	106
chr15	100041931	100041971	60
chr15	100049811	100049871	13
chr15	100057851	100057891	27
chr15	100061011	100061051	20
chr15	100081251	100081291	145
chr15	100084111	100084151	40
chr15	100085091	100085151	19
chr15	100092011	100092051	9
chr15	100095571	100095611	13
chr15	100109991	100110031	26
chr15	100119611	100119711	18
chr15	100126831	100126871	23
chr15	100126951	100126991	18
chr15	100131871	100131931	9
chr15	100150791	100150831	21
chr15	100152511	100152551	10
chr15	100153171	100153271	23
chr15	100153491	100153551	14
chr15	100175191	100175231	25
chr15	100187071	100187111	81
chr15	100202171	100202211	12
chr15	100204711	100204751	48
chr15	100205051	100205091	10
chr15	100216251	100216291	38
chr15	100216471	100216511	26
chr15	100226051	100226091	71
chr15	100227191	100227231	9
chr15	100237111	100237171	9
chr15	100237331	100237391	55
chr15	100246171	100246211	12
chr15	100246411	100246451	77
chr15	100248871	100248911	41
chr15	100249231	100249271	123
chr15	100251671	100251711	10
chr15	100252031	100252071	16
chr15	100254071	100254111	18
chr15	100257531	100257571	9
chr15	100304251	100304291	85
chr15	100304771	100304811	25
chr15	100307931	100307991	9
chr15	100320351	100320391	9
chr15	100331891	100331931	31
chr15	100332291	100332331	12
chr15	100350791	100350831	23
chr15	100377691	100377731	25
chr15	100378071	100378111	32
chr15	100405631	100405671	37
chr15	100406271	100406331	10
chr15	100413091	100413171	9
chr15	100420631	100420671	10
chr15	100421371	100421411	80
chr15	100423051	100423111	9
chr15	100423391	100423431	13
chr15	100430331	100430391	16
chr15	100443631	100443691	16
chr15	100449091	100449171	15
chr15	100461191	100461231	14
chr15	100461671	100461711	27
chr15	100461891	100461931	75
chr15	100468951	100468991	10
chr15	100469411	100469451	9
chr15	100494551	100494591	14
chr15	100551491	100551571	12
chr15	100551831	100551871	21
chr15	100552131	100552171	34
chr15	100590611	100590751	57
chr15	100599011	100599051	17
chr15	100613811	100613851	18
chr15	100614631	100614671	35
chr15	100615051	100615091	158
chr15	100615631	100615691	44
chr15	100615991	100616051	39
chr15	100622191	100622231	65
chr15	100631691	100631731	29
chr15	100635311	100635371	9
chr15	100637391	100637431	21
chr15	100638491	100638551	9
chr15	100664111	100664151	115
chr15	100665131	100665171	30
chr15	100666471	100666511	101
chr15	100669531	100669571	313
chr15	100673971	100674011	101
chr15	100674151	100674191	132
chr15	100676071	100676111	9
chr15	100676731	100676811	9
chr15	100677971	100678091	102
chr15	100678731	100678851	139
chr15	100679131	100679171	10
chr15	100683191	100683231	14
chr15	100687131	100687171	37
chr15	100694451	100694491	23
chr15	100699451	100699491	10
chr15	100706391	100706431	10
chr15	100719211	100719251	55
chr15	100721771	100721811	9
chr15	100723051	100723091	15
chr15	100723171	100723211	49
chr15	100723711	100723751	51
chr15	100728451	100728591	10
chr15	100728771	100728811	62
chr15	100729751	100729791	14
chr15	100732711	100732751	70
chr15	100737851	100737911	300
chr15	100740731	100740771	17
chr15	100743431	100743471	88
chr15	100749911	100749971	26
chr15	100750391	100750431	20
chr15	100754391	100754511	18
chr15	100754991	100755031	142
chr15	100810411	100810471	17
chr15	100845471	100845531	13
chr15	100870071	100870111	18
chr15	100913051	100913091	9
chr15	100914831	100914871	13
chr15	100921831	100921891	11
chr15	100933351	100933391	10
chr15	101077491	101077591	12
chr15	101078951	101078991	30
chr15	101081271	101081311	77
chr15	101087111	101087151	20
chr15	101104051	101104091	53
chr15	101105511	101105551	12
chr15	101113411	101113451	27
chr15	101133351	101133411	12
chr15	101134471	101134511	118
chr15	101138891	101138931	24
chr15	101144931	101144971	87
chr15	101145631	101145671	25
chr15	101146551	101146591	25
chr15	101154991	101155031	22
chr15	101155431	101155471	59
chr15	101160431	101160471	44
chr15	101165171	101165211	12
chr15	101165751	101165811	18
chr15	101176451	101176571	11
chr15	101188211	101188251	208
chr15	101190931	101190971	148
chr15	101191651	101191691	115
chr15	101195071	101195111	12
chr15	101195551	101195591	71
chr15	101198311	101198371	52
chr15	101240891	101240931	16
chr15	101244151	101244191	137
chr15	101246351	101246391	14
chr15	101248131	101248171	24
chr15	101252771	101252891	84
chr15	101256211	101256271	52
chr15	101256991	101257031	16
chr15	101259211	101259271	57
chr15	101261751	101261791	12
chr15	101262611	101262651	218
chr15	101262831	101262871	215
chr15	101265931	101265971	16
chr15	101283991	101284031	95
chr15	101284291	101284331	68
chr15	101284651	101284731	10
chr15	101298171	101298211	89
chr15	101309071	101309111	44
chr15	101318291	101318331	32
chr15	101320371	101320411	10
chr15	101333811	101333851	40
chr15	101335111	101335151	13
chr15	101336991	101337091	14
chr15	101364091	101364131	69
chr15	101365991	101366031	23
chr15	101367531	101367571	9
chr15	101367691	101367731	22
chr15	101372171	101372211	80
chr15	101373251	101373311	17
chr15	101373791	101373831	66
chr15	101375171	101375211	22
chr15	101375511	101375551	16
chr15	101378071	101378131	12
chr15	101379391	101379431	38
chr15	101381991	101382031	20
chr15	101382111	101382151	28
chr15	101384871	101384911	16
chr15	101402191	101402231	33
chr15	101453511	101453551	22
chr15	101519991	101520031	13
chr15	101583351	101583391	54
chr15	101583771	101583811	11
chr15	101583991	101584031	18
chr15	101599211	101599251	12
chr15	101706251	101706291	113
chr15	101922051	101922091	12
chr15	101965791	101965831	35
chr15	101973931	101973971	10
chr15	101974671	101974711	16
chr15	101976251	101976331	12
chr15	101977591	101977651	27
chr15	101978711	101978771	11
chr15	101981491	101981531	127
chr15	101984091	101984131	20
chr15	101984391	101984431	9
chr15	101984531	101984571	24
chr15	101995611	101995651	55
chr15	102002791	102002831	107
chr15	102018431	102018471	48
chr15	102022711	102022751	14
chr15	102065891	102065951	14
chr15	102091371	102091411	13
chr15	102095531	102095571	15
chr15	102095651	102095711	9
chr15	102109271	102109311	84
chr15	102136191	102136391	25
chr15	102140731	102140771	13
chr15	102141651	102141691	36
chr15	102143551	102143611	25
chr15	102150791	102150831	136
chr15	102150951	102150991	104
chr15	102192611	102192651	99
chr15	102193171	102193231	40
chr15	102194611	102194651	24
chr15	102201951	102201991	23
chr15	102203091	102203151	21
chr15	102203591	102203631	17
chr15	102204191	102204231	13
chr15	102208011	102208091	9
chr15	102224991	102225051	9
chr15	102225271	102225311	20
chr15	102225551	102225591	133
chr15	102225731	102225771	80
chr15	102228711	102228751	14
chr15	102231911	102231951	60
chr15	102232251	102232311	22
chr15	102234311	102234351	14
chr15	102243571	102243611	140
chr15	102243771	102243811	11
chr15	102244451	102244591	24
chr15	102247131	102247171	22
chr15	102274151	102274191	64
chr15	102278531	102278571	11
chr15	102279391	102279431	78
chr15	102306571	102306631	14
chr15	102311691	102311731	67
chr15	102315391	102315451	14
chr15	102315671	102315711	27
chr15	102316351	102316391	79
chr15	102325831	102325871	24
chr15	102326131	102326171	112
chr15	102331671	102331711	162
chr15	102347391	102347431	18
chr15	102350751	102350791	120
chr15	102364851	102364891	63
chr15	102374251	102374291	9
chr15	102377191	102377271	15
chr15	102381711	102381751	40
chr15	102392511	102392551	29
chr15	102393691	102393731	366
chr15	102399631	102399671	61
chr15	102399791	102399831	13
chr15	102405331	102405371	22
chr15	102405591	102405631	81
chr15	102405871	102406091	20
chr15	102406851	102406891	21
chr15	102408691	102408731	38
chr15	102432211	102432251	124
chr15	102458531	102458571	14
chr15	102459151	102459191	129
chr15	102459531	102459571	9
chr15	102461291	102461431	10
chr15	102462171	102462211	10
chr15	102470331	102470391	17
chr15	102471671	102471711	36
chr15	102471811	102471871	70
chr15	102507531	102507571	43
chr15	102510371	102510411	11
chr15	102517371	102517411	12
chr15	102517851	102518011	19
chr15	102518271	102518371	13
chr15	102518451	102518491	9
chr15	102518691	102518751	22
chr15	102519071	102519111	15
chr15	102520651	102520711	10
chr15	102525311	102525351	33
chr15	102581371	102581431	10
chr15	102625051	102625111	20
chr15	102625191	102625231	34
chr15	102625931	102625971	29
chr15	102671051	102671091	14
chr15	102671211	102671291	43
chr15	102671951	102672011	9
chr15	102722111	102722151	43
chr15	102738711	102738751	11
chr15	102767811	102767851	20
chr15	102963951	102963991	20
chr15	102987591	102987651	14
chr15	103003231	103003291	22
chr15	103040811	103040851	11
chr15	103102751	103102791	9
chr15	103118231	103118291	13
chr15	103126151	103126191	49
chr15	103145851	103145891	175
chr15	103146771	103146811	25
chr15	103149251	103149331	10
chr15	103152531	103152571	55
chr15	103163271	103163311	57
chr15	103165551	103165611	10
chr15	103177191	103177231	9
chr15	103182831	103182891	13
chr15	103183331	103183431	9
chr15	103205351	103205411	11
chr15	103215151	103215211	13
chr15	103239351	103239411	20
chr15	103239951	103240011	15
chr15	103240391	103240431	13
chr15	103240731	103240771	9
chr15	103241071	103241171	9
chr15	103250291	103250331	18
chr15	103255431	103255471	19
chr15	103258551	103258591	83
chr15	103260191	103260251	22
chr15	103260591	103260631	16
chr15	103272591	103272711	20
chr15	103273091	103273151	9
chr15	103286251	103286291	10
chr15	103304071	103304131	12
chr15	103307331	103307371	12
chr15	103308631	103308691	10
chr15	103310471	103310511	93
chr15	103310631	103310671	27
chr15	103310911	103310951	46
chr15	103313551	103313591	11
chr15	103316531	103316571	23
chr15	103324171	103324211	93
chr15	103333391	103333431	210
chr15	103333851	103333891	162
chr15	103339591	103339631	113
chr15	103339871	103339911	9
chr15	103340431	103340491	20
chr15	103342611	103342691	10
chr15	103347331	103347411	27
chr15	103357971	103358011	85
chr15	103358351	103358571	22
chr15	103358891	103358931	18
chr15	103359411	103359451	15
chr15	103361491	103361531	119
chr15	103364451	103364551	12
chr15	103365491	103365531	35
chr15	103366511	103366591	15
chr15	103370591	103370631	318
chr15	103375831	103375871	25
chr15	103375931	103375991	18
chr15	103376831	103376871	52
chr15	103378931	103378971	44
chr15	103382911	103382951	37
chr15	103383171	103383231	36
chr15	103383711	103383751	10
chr15	103386891	103387011	11
chr15	103387651	103387691	24
chr15	103393811	103393851	27
chr15	103394191	103394231	49
chr15	103402511	103402551	51
chr15	103427131	103427171	10
chr15	103453651	103453691	371
chr15	103454391	103454451	83
chr15	103454711	103454751	64
chr15	103455071	103455111	42
chr15	103462431	103462491	9
chr15	103462691	103462731	305
chr15	103465531	103465571	33
chr15	103471771	103471811	135
chr15	103476931	103476971	48
chr15	103477691	103477731	10
chr15	103480271	103480311	24
chr15	103486771	103486811	64
chr15	103500851	103500891	14
chr15	103502011	103502051	14
chr15	103515191	103515251	11
chr15	103530511	103530551	121
chr15	103534911	103534951	13
chr15	103549651	103549691	204
chr15	103550211	103550251	33
chr15	103552271	103552311	37
chr16	3115071	3115111	17
chr16	3116331	3116371	12
chr16	3349931	3350031	15
chr16	3350231	3350271	21
chr16	3352391	3352451	9
chr16	3699471	3699511	135
chr16	3701011	3701051	16
chr16	3702931	3702991	12
chr16	3703151	3703191	137
chr16	3706851	3706891	194
chr16	3714451	3714511	10
chr16	3714671	3714711	21
chr16	3714931	3714971	45
chr16	3718171	3718211	24
chr16	3718551	3718611	24
chr16	3723151	3723271	42
chr16	3723391	3723431	46
chr16	3732771	3732811	78
chr16	3733071	3733131	11
chr16	3733411	3733451	211
chr16	3743111	3743151	14
chr16	3743391	3743431	78
chr16	3743651	3743691	16
chr16	3743911	3743971	39
chr16	3744031	3744071	35
chr16	3744491	3744531	41
chr16	3744891	3744931	29
chr16	3750491	3750551	23
chr16	3871931	3871971	45
chr16	3872531	3872571	13
chr16	3884491	3884531	18
chr16	3884631	3884671	74
chr16	3885591	3885631	17
chr16	3885771	3885831	14
chr16	3893231	3893291	11
chr16	3894811	3894851	42
chr16	3894971	3895011	34
chr16	3895371	3895411	102
chr16	3895611	3895651	177
chr16	3907931	3907971	27
chr16	3908691	3908731	12
chr16	3908991	3909031	38
chr16	3920971	3921031	26
chr16	3929211	3929251	56
chr16	3929411	3929451	166
chr16	3956691	3956771	15
chr16	3959551	3959631	9
chr16	3961251	3961291	28
chr16	4003871	4003911	55
chr16	4034691	4034731	16
chr16	4077871	4077911	22
chr16	4079491	4079531	19
chr16	4081691	4081731	26
chr16	4150571	4150611	14
chr16	4158051	4158091	16
chr16	4204011	4204131	11
chr16	4210411	4210451	10
chr16	4212451	4212511	13
chr16	4272191	4272251	13
chr16	4273991	4274031	10
chr16	4276251	4276291	47
chr16	4281651	4281711	35
chr16	4307971	4308011	13
chr16	4316171	4316231	11
chr16	4316291	4316331	12
chr16	4324791	4324851	9
chr16	4370131	4370171	79
